span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename	filename_positive	filename_certain
nefropatía por IgA	ENFERMEDAD	2	1.0	2	nefropatía por iga			nefropatía por IgA	nefropatia por IgA	32222713_ES, 32198834_ES	32222713_ES, 32198834_ES	32222713_ES, 32198834_ES
muerte	ENFERMEDAD	2	1.0	2	muerte	399347008, 61626005, 419620001	C0011065, C1306577, C1306577	muerte	muerte	32620682_ES, 32245909_ES	32620682_ES, 32245909_ES	32620682_ES, 32245909_ES
miopericarditis	ENFERMEDAD	2	1.0	2	miopericarditis	723863003	C0854532	miopericarditis	miopericarditis	32363351_ES, 32635747_ES	32363351_ES, 32635747_ES	32363351_ES, 32635747_ES
miocardiopatía de takotsubo	ENFERMEDAD	1	0.5	2	miocardiopatía de takotsubo	441541008		miocardiopatía de Takotsubo	miocardiopatia de takotsubo	32267502_ES	32267502_ES	32267502_ES
microtrombos pulmonares	ENFERMEDAD	2	1.0	2	microtrombo pulmonar			microtrombos pulmonares	microtrombos pulmonares	32637327B_ES, 32637327A_ES	32637327B_ES, 32637327A_ES	32637327B_ES, 32637327A_ES
linfoadenopatía cervical	ENFERMEDAD	2	1.0	2	linfoadenopatía cervical	127086001		linfoadenopatía cervical	linfoadenopatia cervical	32427161_ES, 32292867_ES		32427161_ES, 32292867_ES
leucocitosis	ENFERMEDAD	2	1.0	2	leucocitosis	111583006, 414478003	C0023518, C0750426	leucocitosis	leucocitosis	32265235_ES, 32353183_ES	32265235_ES, 32353183_ES	32265235_ES, 32353183_ES
lesiones miocárdicas	ENFERMEDAD	2	1.0	2	lesión miocárdico			lesiones miocárdicas	lesiones miocardicas	32179908_ES, 32329981_ES	32179908_ES, 32329981_ES	32179908_ES
insuficiencia respiratoria hipóxica	ENFERMEDAD	2	1.0	2	insuficiencia respiratorio hipóxico	409623005, 297107002, 51395007	C0035229, C0035229, C0035229	insuficiencia respiratoria hipóxica	insuficiencia respiratoria hipoxica	32292054_ES, 32363351_ES	32292054_ES, 32363351_ES	32292054_ES, 32363351_ES
insuficiencia cardíaca aguda	ENFERMEDAD	2	1.0	2	insuficiencia cardiaco agudo	56675007		insuficiencia cardíaca aguda	insuficiencia cardiaca aguda	32363336-B_ES, 32363336_ES	32363336-B_ES, 32363336_ES	32363336-B_ES, 32363336_ES
infección respiratoria	ENFERMEDAD	2	1.0	2	infección respiratorio	275498002		infección respiratoria	infeccion respiratoria	32329981_ES, 32631645_ES		32329981_ES, 32631645_ES
infección pulmonar con sars-cov-2	ENFERMEDAD	2	1.0	2	infección pulmonar con sars-cov-2			infección pulmonar con SARS-CoV-2	infeccion pulmonar con sarscov2	32622819A_ES, 32622819B_ES	32622819A_ES, 32622819B_ES	32622819A_ES, 32622819B_ES
infecciones nosocomiales	ENFERMEDAD	2	1.0	2	infección nosocomial			infecciones nosocomiales	infecciones nosocomiales	32245909_ES, 32196627_ES	32245909_ES, 32196627_ES	32245909_ES, 32196627_ES
hipoxia	ENFERMEDAD	2	1.0	2	hipoxia	389086002, 30869003	C0242184, C0242184, C0700292	hipoxia	hipoxia	32586752_ES, 32198834_ES	32198834_ES	32586752_ES, 32198834_ES
hipoxemia	ENFERMEDAD	2	1.0	2	hipoxemia	389087006, 30869003	C0242184, C0700292, C0700292	hipoxemia	hipoxemia	32085846_ES, 32617903B_ES	32085846_ES, 32617903B_ES	32085846_ES, 32617903B_ES
hiponatremia hipovolémica grave	ENFERMEDAD	1	0.5	2	hiponatremia hipovolémico grave			hiponatremia hipovolémica grave	hiponatremia hipovolemica grave	32639064_ES	32639064_ES	32639064_ES
hiponatremia grave	ENFERMEDAD	1	0.5	2	hiponatremia grave			hiponatremia grave	hiponatremia grave	32639064_ES	32639064_ES	32639064_ES
hipertensión pulmonar	ENFERMEDAD	2	1.0	2	hipertensión pulmonar	70995007		hipertensión pulmonar	hipertension pulmonar	32427645_ES, 32277408_ES	32277408_ES	32427645_ES, 32277408_ES
hiperglucemia	ENFERMEDAD	2	1.0	2	hiperglucemia	80394007	C0020456	hiperglucemia	hiperglucemia	32168162_ES, 32589794_ES	32168162_ES, 32589794_ES	32168162_ES, 32589794_ES
hemorragia alveolar difusa	ENFERMEDAD	2	1.0	2	hemorragia alveolar difuso			hemorragia alveolar difusa	hemorragia alveolar difusa	32622819A_ES, 32622819B_ES	32622819A_ES, 32622819B_ES	32622819A_ES, 32622819B_ES
hemoptisis	ENFERMEDAD	2	1.0	2	hemoptisis	66857006	C0019079	hemoptisis	hemoptisis	32622819A_ES, 32174057_ES	32622819A_ES	32622819A_ES, 32174057_ES
hemofagocitosis	ENFERMEDAD	2	1.0	2	hemofagocitosis	61070002	C0302486, C0876991	hemofagocitosis	hemofagocitosis	32615155_ES, 32294340_ES		32615155_ES, 32294340_ES
hematuria	ENFERMEDAD	2	1.0	2	hematuria	34436003, 53298000	C0018965, C0018965	hematuria	hematuria	32292915_ES, 32277408_ES	32292915_ES, 32277408_ES	32292915_ES, 32277408_ES
fumadora	ENFERMEDAD	2	1.0	2	fumador	77176002	C0337664	fumadora	fumadora	32412848_ES, 32426200_ES		32412848_ES, 32426200_ES
fumador	ENFERMEDAD	2	1.0	2	fumador	77176002	C0337664	fumador	fumador	32587121_ES, 32073161_ES	32587121_ES, 32073161_ES	32587121_ES, 32073161_ES
fibrosis pulmonar	ENFERMEDAD	1	0.5	2	fibrosis pulmonar	51615001	C0034069	fibrosis pulmonar	fibrosis pulmonar	32631838_ES	32631838_ES	32631838_ES
erupción farmacológica	ENFERMEDAD	2	1.0	2	erupción farmacológico			erupción farmacológica	erupcion farmacologica	32428291-B_ES, 32425356_ES	32428291-B_ES, 32425356_ES	32428291-B_ES, 32425356_ES
epoc	ENFERMEDAD	2	1.0	2	epoc			EPOC	epoc	32553608­_A_ES, 32553608­B_ES		32553608­_A_ES, 32553608­B_ES
enfisema	ENFERMEDAD	2	1.0	2	enfisema	49158009	C0013990	enfisema	enfisema	32602267_ES, 32207255_ES	32602267_ES, 32207255_ES	32602267_ES, 32207255_ES
enfermedades infecciosas	ENFERMEDAD	2	1.0	2	enfermedad infeccioso	394807007	C1273849	enfermedades infecciosas	enfermedades infecciosas	32399451_ES, 32246917_ES	32399451_ES, 32246917_ES	32399451_ES, 32246917_ES
enfermedad pulmonar obstructiva crónica	ENFERMEDAD	2	1.0	2	enfermedad pulmonar obstructivo crónico	13645005		enfermedad pulmonar obstructiva crónica	enfermedad pulmonar obstructiva cronica	32622819A_ES, 32399449_ES	32622819A_ES, 32399449_ES	32622819A_ES, 32399449_ES
edema pulmonar	ENFERMEDAD	1	0.5	2	edema pulmonar	19242006	C0034063	edema pulmonar	edema pulmonar	32222713_ES	32222713_ES	32222713_ES
disfunción ventricular	ENFERMEDAD	2	1.0	2	disfunción ventricular	472773007		disfunción ventricular	disfuncion ventricular	32427645_ES, 32586778_ES	32427645_ES, 32586778_ES	32427645_ES, 32586778_ES
diplopia	ENFERMEDAD	1	0.5	2	diplopia			diplopia	diplopia	32592761_ES	32592761_ES	32592761_ES
dilatación ventricular	ENFERMEDAD	2	1.0	2	dilatación ventricular	6210001		dilatación ventricular	dilatacion ventricular	32427645_ES, 32423738_ES	32423738_ES	32427645_ES, 32423738_ES
dilatación coronaria	ENFERMEDAD	2	1.0	2	dilatación coronario			dilatación coronaria	dilatacion coronaria	32265235_ES, 32427161_ES	32427161_ES	32265235_ES, 32427161_ES
delirio	ENFERMEDAD	2	1.0	2	delirio	2073000, 2776000	C0011253, C0011206	delirio	delirio	32612435_ES, 32639089_ES	32612435_ES	32612435_ES, 32639089_ES
crisis	ENFERMEDAD	2	1.0	2	crisis	32937002	C0231224	crisis	crisis	32563170_ES, 32589794_ES	32589794_ES	32563170_ES, 32589794_ES
consolidación parcial en ambos pulmones	ENFERMEDAD	1	0.5	2	consolidación parcial en ambos pulmón			consolidación parcial en ambos pulmones	consolidacion parcial en ambos pulmones	32165205_ES	32165205_ES	32165205_ES
colestasis	ENFERMEDAD	2	1.0	2	colestasis	33688009	C0008370	colestasis	colestasis	32635747_ES, 32294340_ES	32635747_ES, 32294340_ES	32635747_ES, 32294340_ES
coagulopatía	ENFERMEDAD	2	1.0	2	coagulopatía	64779008		coagulopatía	coagulopatia	32427161_ES, 32648092A_ES	32427161_ES	32427161_ES, 32648092A_ES
choque cardiogénico	ENFERMEDAD	2	1.0	2	choque cardiogénico			choque cardiogénico	choque cardiogenico	32363351_ES, 32583150A_ES	32363351_ES, 32583150A_ES	32363351_ES, 32583150A_ES
cardiopatías	ENFERMEDAD	2	1.0	2	cardiopatía	56265001		cardiopatías	cardiopatias	32161941_ES, 32277408_ES		32161941_ES, 32277408_ES
cardiopatía isquémica	ENFERMEDAD	2	1.0	2	cardiopatía isquémico	2610009, 414545008		cardiopatía isquémica	cardiopatia isquemica	32617903A_ES, 32622483_ES	32617903A_ES, 32622483_ES	32617903A_ES, 32622483_ES
cardiopatía coronaria	ENFERMEDAD	2	1.0	2	cardiopatía coronario			cardiopatía coronaria	cardiopatia coronaria	32282871_B_ES, 32276139_B_ES	32282871_B_ES, 32276139_B_ES	32282871_B_ES, 32276139_B_ES
atelectasia	ENFERMEDAD	1	0.5	2	atelectasia	46621007	C0004144	atelectasia	atelectasia	32222713_ES	32222713_ES	32222713_ES
asma leve	ENFERMEDAD	2	1.0	2	asma leve	370218001	C0581124	asma leve	asma leve	32641443_ES, 32637266B_ES	32641443_ES, 32637266B_ES	32641443_ES, 32637266B_ES
asma eosinofílica grave	ENFERMEDAD	2	1.0	2	asma eosinofílico grave	367542003		asma eosinofílica grave	asma eosinofilica grave	32553608­_A_ES, 32553608­B_ES	32553608­_A_ES, 32553608­B_ES	32553608­_A_ES, 32553608­B_ES
artritis psoriásica	ENFERMEDAD	1	0.5	2	artritis psoriásico	156370009		artritis psoriásica	artritis psoriasica	32294258_ES	32294258_ES	32294258_ES
arritmia	ENFERMEDAD	2	1.0	2	arritmia	53488008	C0003811	arritmia	arritmia	32557532_ES, 32329981_ES	32329981_ES	32557532_ES, 32329981_ES
ansiedad	ENFERMEDAD	2	1.0	2	ansiedad	48694002	C0003467	ansiedad	ansiedad	32399450_ES, 32593478_ES	32399450_ES	32399450_ES, 32593478_ES
anormalidades cardíacas	ENFERMEDAD	1	0.5	2	anormalidad cardíaco			anormalidades cardíacas	anormalidades cardiacas	32161941_ES		32161941_ES
acidosis láctica	ENFERMEDAD	2	1.0	2	acidosis láctico	91273001		acidosis láctica	acidosis lactica	32351657_ES, 32622823_ES	32351657_ES, 32622823_ES	32351657_ES, 32622823_ES
SGB	ENFERMEDAD	2	1.0	2	SGB			SGB	SGB	32364123_ES, 32399950_ES	32364123_ES, 32399950_ES	32399950_ES
úlceras por presión crónicas	ENFERMEDAD	1	0.5	1	úlcera por presión crónico			úlceras por presión crónicas	ulceras por presion cronicas	32638347B_ES	32638347B_ES	32638347B_ES
úlceras grandes y profundas en el colon sigmoide y el recto	ENFERMEDAD	1	0.5	1	úlcera grande y profundo en el colon sigmoide y el recto			úlceras grandes y profundas en el colon sigmoide y el recto	ulceras grandes y profundas en el colon sigmoide y el recto	32245909_ES	32245909_ES	32245909_ES
úlceras en la zona orolabial	ENFERMEDAD	1	0.5	1	úlcera en el zona orolabial			úlceras en la zona orolabial	ulceras en la zona orolabial	32617169_ES	32617169_ES	32617169_ES
úlceras dolorosas en los labios, la lengua y el paladar	ENFERMEDAD	1	0.5	1	úlcera doloroso en el labio , el lengua y el paladar			úlceras dolorosas en los labios, la lengua y el paladar	ulceras dolorosas en los labios la lengua y el paladar	32589314_ES	32589314_ES	32589314_ES
émbolo pulmonar segmentario	ENFERMEDAD	1	0.5	1	émbolo pulmonar segmentario			émbolo pulmonar segmentario	embolo pulmonar segmentario	32617903B_ES	32617903B_ES	32617903B_ES
yiyang	ENFERMEDAD	1	0.5	1	yiyang			Yiyang	yiyang	32276139_C_ES	32276139_C_ES	32276139_C_ES
vasculopatía trombótica	ENFERMEDAD	1	0.5	1	vasculopatía trombótico			vasculopatía trombótica	vasculopatia trombotica	32352487_ES		32352487_ES
vasculopatía periférica	ENFERMEDAD	1	0.5	1	vasculopatía periférico	91523003		vasculopatía periférica	vasculopatia periferica	32353183_ES		32353183_ES
vasculitis urticarial	ENFERMEDAD	1	0.5	1	vasculitis urticarial	402656007	C1304408	vasculitis urticarial	vasculitis urticarial	32294264_ES	32294264_ES	32294264_ES
vasculitis de órgano	ENFERMEDAD	1	0.5	1	vasculitis de órgano	724602004		vasculitis de órgano	vasculitis de organo	32622819A_ES	32622819A_ES	32622819A_ES
varicela-zóster	ENFERMEDAD	1	0.5	1	varicela-zóster			varicela-zóster	varicelazoster	32414534_ES	32414534_ES	32414534_ES
valvulopatías	ENFERMEDAD	1	0.5	1	valvulopatía	195013005, 368009		valvulopatías	valvulopatias	32617903B_ES		32617903B_ES
urticaria secundaria de origen indeterminado	ENFERMEDAD	1	0.5	1	urticaria secundario de origen indeterminado			urticaria secundaria de origen indeterminado	urticaria secundaria de origen indeterminado	32428291_ES	32428291_ES	32428291_ES
urticaria idiopática	ENFERMEDAD	1	0.5	1	urticaria idiopático	42265009		urticaria idiopática	urticaria idiopatica	32641443_ES	32641443_ES	
uropatía obstructiva	ENFERMEDAD	1	0.5	1	uropatía obstructivo	7163005		uropatía obstructiva	uropatia obstructiva	32292867_ES		32292867_ES
tuberculosis ganglionar	ENFERMEDAD	1	0.5	1	tuberculosis ganglionar			tuberculosis ganglionar	tuberculosis ganglionar	3229222_ES	3229222_ES	3229222_ES
tuberculosa del SNC	ENFERMEDAD	1	0.5	1	tuberculoso de+el SNC			tuberculosa del SNC	tuberculosa del SNC	32283294_ES		32283294_ES
trombosis venosa superficial de 2cm en el tercio distal de MID	ENFERMEDAD	1	0.5	1	trombosis venoso superficial de 2 cm en el tercio distal de MID			trombosis venosa superficial de 2cm en el tercio distal de MID	trombosis venosa superficial de 2cm en el tercio distal de MID	32631646_ES	32631646_ES	32631646_ES
trombosis venosa profunda cerebral aguda	ENFERMEDAD	1	0.5	1	trombosis venoso profundo cerebral agudo			trombosis venosa profunda cerebral aguda	trombosis venosa profunda cerebral aguda	32554423_ES	32554423_ES	32554423_ES
trombosis vascular	ENFERMEDAD	1	0.5	1	trombosis vascular			trombosis vascular	trombosis vascular	32585767_ES		32585767_ES
trombosis proximal de la arteria mesentérica superior y de la arteria yeyunal	ENFERMEDAD	1	0.5	1	trombosis proximal de el arteria mesentérico superior y de el arteria yeyunal			trombosis proximal de la arteria mesentérica superior y de la arteria yeyunal	trombosis proximal de la arteria mesenterica superior y de la arteria yeyunal	32351657_ES	32351657_ES	32351657_ES
trombosis focal microvascular	ENFERMEDAD	1	0.5	1	trombosis focal microvascular			trombosis focal microvascular	trombosis focal microvascular	32585767_ES	32585767_ES	32585767_ES
trombosis en el brazo	ENFERMEDAD	1	0.5	1	trombosis en el brazo			trombosis en el brazo	trombosis en el brazo	32637327A_ES	32637327A_ES	32637327A_ES
trombosis de la vena porta	ENFERMEDAD	1	0.5	1	trombosis de el vena portar	17920008	C0155773	trombosis de la vena porta	trombosis de la vena porta	32351657_ES	32351657_ES	32351657_ES
trombosis de la parte distal de la vena mesentérica superior extendida al tronco esplenomesentérico	ENFERMEDAD	1	0.5	1	trombosis de el parte distal de el vena mesentérico superior extender a+el tronco esplenomesentérico			trombosis de la parte distal de la vena mesentérica superior extendida al tronco esplenomesentérico	trombosis de la parte distal de la vena mesenterica superior extendida al tronco esplenomesenterico	32351657_ES	32351657_ES	32351657_ES
trombosis de la arteria humeral	ENFERMEDAD	1	0.5	1	trombosis de el arteria humeral	297146000	C0235516	trombosis de la arteria humeral	trombosis de la arteria humeral	32589931_ES	32589931_ES	32589931_ES
trombosis arteriales	ENFERMEDAD	1	0.5	1	trombosis arterial	65198009	C0151942	trombosis arteriales	trombosis arteriales	32586778_ES	32586778_ES	32586778_ES
trombos intraluminales de 8 mm en la aorta ascendente	ENFERMEDAD	1	0.5	1	trombo intraluminal de 8 mm en el aorta ascendente			trombos intraluminales de 8 mm en la aorta ascendente	trombos intraluminales de 8 mm en la aorta ascendente	32648092B_ES	32648092B_ES	32648092B_ES
trombos flotantes en el cayado aórtico y la aorta descendente	ENFERMEDAD	1	0.5	1	trombo flotante en el cayado aórtico y el aorta descendente			trombos flotantes en el cayado aórtico y la aorta descendente	trombos flotantes en el cayado aortico y la aorta descendente	32648092A_ES	32648092A_ES	32648092A_ES
trombos en el sistema venoso	ENFERMEDAD	1	0.5	1	trombo en el sistema venoso			trombos en el sistema venoso	trombos en el sistema venoso	32651243_ES	32651243_ES	32651243_ES
tromboembolia pulmonar bilateral aguda	ENFERMEDAD	1	0.5	1	tromboembolia pulmonar bilateral agudo	707414004	C3873363	tromboembolia pulmonar bilateral aguda	tromboembolia pulmonar bilateral aguda	32402687_ES	32402687_ES	32402687_ES
tromboembolia bilateral	ENFERMEDAD	1	0.5	1	tromboembolia bilateral			tromboembolia bilateral	tromboembolia bilateral	32402687-B_ES	32402687-B_ES	32402687-B_ES
trombocitosis reactiva	ENFERMEDAD	1	0.5	1	trombocitosis reactivo	234500001	C0457506	trombocitosis reactiva	trombocitosis reactiva	32589931_ES	32589931_ES	32589931_ES
trombocitopenia limítrofe	ENFERMEDAD	1	0.5	1	trombocitopenia limítrofe			trombocitopenia limítrofe	trombocitopenia limitrofe	32639461_ES	32639461_ES	32639461_ES
trombo libre en el cayado aórtico	ENFERMEDAD	1	0.5	1	trombo libre en el cayado aórtico			trombo libre en el cayado aórtico	trombo libre en el cayado aortico	32424482_ES	32424482_ES	32424482_ES
trombo intravascular en la aorta	ENFERMEDAD	1	0.5	1	trombo intravascular en el aorta			trombo intravascular en la aorta	trombo intravascular en la aorta	32353183-B_ES	32353183-B_ES	32353183-B_ES
trombo flotante en el segmento medio de la aorta descendente	ENFERMEDAD	1	0.5	1	trombo flotante en el segmento medio de el aorta descendente			trombo flotante en el segmento medio de la aorta descendente	trombo flotante en el segmento medio de la aorta descendente	32648092C_ES	32648092C_ES	32648092C_ES
trombo en la arteria femoral	ENFERMEDAD	1	0.5	1	trombo en el arteria femoral			trombo en la arteria femoral	trombo en la arteria femoral	32554811_ES	32554811_ES	32554811_ES
trombo en el segmento proximal de la arteria mesentérica superior	ENFERMEDAD	1	0.5	1	trombo en el segmento proximal de el arteria mesentérico superior			trombo en el segmento proximal de la arteria mesentérica superior	trombo en el segmento proximal de la arteria mesenterica superior	32562891_ES	32562891_ES	32562891_ES
trombo de 5 mm en la punta del VI	ENFERMEDAD	1	0.5	1	trombo de 5 mm en el punta de+el VI			trombo de 5 mm en la punta del VI	trombo de 5 mm en la punta del VI	32556106_ES	32556106_ES	32556106_ES
trombo agudo	ENFERMEDAD	1	0.5	1	trombo agudo			trombo agudo	trombo agudo	32360439_ES	32360439_ES	32360439_ES
traumatismo torácico	ENFERMEDAD	1	0.5	1	traumatismo torácico			traumatismo torácico	traumatismo toracico	32317275_ES		32317275_ES
traumatismo craneal	ENFERMEDAD	1	0.5	1	traumatismo craneal			traumatismo craneal	traumatismo craneal	32563170_ES		32563170_ES
trastornos neurológicos	ENFERMEDAD	1	0.5	1	trastorno neurológico			trastornos neurológicos	trastornos neurologicos	32651243_ES		32651243_ES
trastorno respiratorio	ENFERMEDAD	1	0.5	1	trastorno respiratorio	50043002, 129893005	C0035204, C1268764	trastorno respiratorio	trastorno respiratorio	32639089_ES	32639089_ES	32639089_ES
trastorno esquizoafectivo	ENFERMEDAD	1	0.5	1	trastorno esquizoafectivo	68890003	C0036337	trastorno esquizoafectivo	trastorno esquizoafectivo	32637266A_ES	32637266A_ES	32637266A_ES
trastorno del espectro autista	ENFERMEDAD	1	0.5	1	trastorno de+el espectro autista			trastorno del espectro autista	trastorno del espectro autista	32637266B_ES	32637266B_ES	32637266B_ES
trastorno bipolar	ENFERMEDAD	1	0.5	1	trastorno bipolar	13746004	C0005586	trastorno bipolar	trastorno bipolar	32637266B_ES	32637266B_ES	32637266B_ES
trastorno	ENFERMEDAD	1	0.5	1	trastorno			trastorno	trastorno	32637266B_ES	32637266B_ES	32637266B_ES
traqueomalacia	ENFERMEDAD	1	0.5	1	traqueomalacia	95434006	C0948187	traqueomalacia	traqueomalacia	32583150B_ES	32583150B_ES	32583150B_ES
toxoplasma gondii	ENFERMEDAD	1	0.5	1	toxoplasma gondii	4649006	C0040557	Toxoplasma gondii	toxoplasma gondii	32636116_ES	32636116_ES	32636116_ES
toxicomanías	ENFERMEDAD	1	0.5	1	toxicomanía			toxicomanías	toxicomanias	32605766_ES		32605766_ES
tormenta de citocinas con sdmo	ENFERMEDAD	1	0.5	1	tormenta de citocinas con sdmo			tormenta de citocinas con SDMO	tormenta de citocinas con sdmo	32292915_ES	32292915_ES	32292915_ES
tetraplejia	ENFERMEDAD	1	0.5	1	tetraplejia			tetraplejia	tetraplejia	32399694­­_ES	32399694­­_ES	32399694­­_ES
taquisistolia recurrente	ENFERMEDAD	1	0.5	1	taquisistolia recurrente			taquisistolia recurrente	taquisistolia recurrente	32590725_ES	32590725_ES	32590725_ES
taquisistolia	ENFERMEDAD	1	0.5	1	taquisistolia			taquisistolia	taquisistolia	32590725_ES	32590725_ES	32590725_ES
taquicardia supraventricular	ENFERMEDAD	1	0.5	1	taquicardia supraventricular	6456007	C0039240	taquicardia supraventricular	taquicardia supraventricular	32363336-B_ES	32363336-B_ES	32363336-B_ES
taquicardia ocasional	ENFERMEDAD	1	0.5	1	taquicardia ocasional			taquicardia ocasional	taquicardia ocasional	32179908_ES	32179908_ES	32179908_ES
taponamiento cardiaco	ENFERMEDAD	1	0.5	1	taponamiento cardiaco	35304003	C0007177	taponamiento cardiaco	taponamiento cardiaco	32607304_Es		32607304_Es
súbita desaturación	ENFERMEDAD	1	0.5	1	súbito desaturación			súbita desaturación	subita desaturacion	32275347_ES	32275347_ES	32275347_ES
súbita debilidad	ENFERMEDAD	1	0.5	1	súbito debilidad			súbita debilidad	subita debilidad	32359804_ES	32359804_ES	32359804_ES
síndromes	ENFERMEDAD	1	0.5	1	síndrome			síndromes	sindromes	32618794_ES	32618794_ES	32618794_ES
síndrome vírico	ENFERMEDAD	1	0.5	1	síndrome vírico	445939008		síndrome vírico	sindrome virico	32601756_ES	32601756_ES	32601756_ES
síndrome séptico	ENFERMEDAD	1	0.5	1	síndrome séptico	238150007		síndrome séptico	sindrome septico	32292867_ES	32292867_ES	32292867_ES
síndrome respiratorio agudo grave de coronavirus 2	ENFERMEDAD	1	0.5	1	síndrome respiratorio agudo grave de coronavirus 2	840536004		síndrome respiratorio agudo grave de coronavirus 2	sindrome respiratorio agudo grave de coronavirus 2	32282312_ES	32282312_ES	32282312_ES
síndrome respiratorio agudo grave de coronavirus	ENFERMEDAD	1	0.5	1	síndrome respiratorio agudo grave de coronavirus	398447004		síndrome respiratorio agudo grave de coronavirus	sindrome respiratorio agudo grave de coronavirus	32179908_ES	32179908_ES	32179908_ES
síndrome piramidal	ENFERMEDAD	1	0.5	1	síndrome piramidal			síndrome piramidal	sindrome piramidal	32651243_ES	32651243_ES	32651243_ES
síndrome nefrótico	ENFERMEDAD	1	0.5	1	síndrome nefrótico	52254009		síndrome nefrótico	sindrome nefrotico	32589931_ES	32589931_ES	32589931_ES
síndrome metabólico	ENFERMEDAD	1	0.5	1	síndrome metabólico	50122000		síndrome metabólico	sindrome metabolico	32402416­_ES	32402416­_ES	32402416­_ES
síndrome meníngeo	ENFERMEDAD	1	0.5	1	síndrome meníngeo			síndrome meníngeo	sindrome meningeo	32283294_ES	32283294_ES	32283294_ES
síndrome inflamatorio intenso	ENFERMEDAD	1	0.5	1	síndrome inflamatorio intenso			síndrome inflamatorio intenso	sindrome inflamatorio intenso	32623310_ES	32623310_ES	32623310_ES
síndrome inflamatorio de reconstitución inmunitaria	ENFERMEDAD	1	0.5	1	síndrome inflamatorio de reconstitución inmunitario			síndrome inflamatorio de reconstitución inmunitaria	sindrome inflamatorio de reconstitucion inmunitaria	32607564_ES	32607564_ES	32607564_ES
síndrome del lóbulo frontal	ENFERMEDAD	1	0.5	1	síndrome de+el lóbulo frontal	129606007		síndrome del lóbulo frontal	sindrome del lobulo frontal	32589794_ES	32589794_ES	32589794_ES
síndrome de takotsubo	ENFERMEDAD	1	0.5	1	síndrome de takotsubo			síndrome de Takotsubo	sindrome de takotsubo	32363351_ES	32363351_ES	32363351_ES
síndrome de stevens-johnson	ENFERMEDAD	1	0.5	1	síndrome de stevens-johnson	73442001		síndrome de Stevens-Johnson	sindrome de stevensjohnson	32617169_ES	32617169_ES	32617169_ES
síndrome de mutismo	ENFERMEDAD	1	0.5	1	síndrome de mutismo			síndrome de mutismo	sindrome de mutismo	32418288_ES	32418288_ES	32418288_ES
síndrome de löfgren	ENFERMEDAD	1	0.5	1	síndrome de löfgren	9614001		síndrome de Löfgren	sindrome de lofgren	32606044_ES	32606044_ES	32606044_ES
síndrome de liberación de citocinas	ENFERMEDAD	1	0.5	1	síndrome de liberación de citocinas	710027002		síndrome de liberación de citocinas	sindrome de liberacion de citocinas	32615155_ES	32615155_ES	32615155_ES
síndrome de inflamación biológico	ENFERMEDAD	1	0.5	1	síndrome de inflamación biológico			síndrome de inflamación biológico	sindrome de inflamacion biologico	32638347A_ES	32638347A_ES	32638347A_ES
síndrome de hurler	ENFERMEDAD	1	0.5	1	síndrome de hurler	65327002		síndrome de Hurler	sindrome de hurler	32423738_ES	32423738_ES	32423738_ES
síndrome de enclaustramiento periférico	ENFERMEDAD	1	0.5	1	síndrome de enclaustramiento periférico			síndrome de enclaustramiento periférico	sindrome de enclaustramiento periferico	32399694­­_ES	32399694­­_ES	32399694­­_ES
síndrome de distrés respiratorio agudo	ENFERMEDAD	1	0.5	1	síndrome de distrés respiratorio agudo	67782005		síndrome de distrés respiratorio agudo	sindrome de distres respiratorio agudo	32622483_ES	32622483_ES	32622483_ES
síndrome de dificultad respiratoria aguda grave por coronavirus	ENFERMEDAD	1	0.5	1	síndrome de dificultad respiratorio agudo grave por coronavirus			síndrome de dificultad respiratoria aguda grave por coronavirus	sindrome de dificultad respiratoria aguda grave por coronavirus	32650881_ES	32650881_ES	32650881_ES
síndrome de dificultad respiratoria aguda grave	ENFERMEDAD	1	0.5	1	síndrome de dificultad respiratorio agudo grave			síndrome de dificultad respiratoria aguda grave	sindrome de dificultad respiratoria aguda grave	32650881_ES	32650881_ES	32650881_ES
síndrome de brugada de tipo I	ENFERMEDAD	1	0.5	1	síndrome de brugada de tipo I			síndrome de Brugada de tipo I	sindrome de brugada de tipo I	32557532_ES	32557532_ES	32557532_ES
síndrome de apnea del sueño obstructiva grave	ENFERMEDAD	1	0.5	1	síndrome de apnea de+el sueño obstructivo grave	78275009		síndrome de apnea del sueño obstructiva grave	sindrome de apnea del sueno obstructiva grave	32648092C_ES	32648092C_ES	32648092C_ES
síndrome compartimental	ENFERMEDAD	1	0.5	1	síndrome compartimental	111245009		síndrome compartimental	sindrome compartimental	32622823_ES	32622823_ES	32622823_ES
síndrome apneas-hipopneas del sueño	ENFERMEDAD	1	0.5	1	síndrome apneas-hipopneas de+el sueño			síndrome apneas-hipopneas del sueño	sindrome apneashipopneas del sueno	32622483_ES	32622483_ES	32622483_ES
síndrome	ENFERMEDAD	1	0.5	1	síndrome	49984004		síndrome	sindrome	32639064_ES	32639064_ES	32639064_ES
sífilis	ENFERMEDAD	1	0.5	1	sífilis	76272004		sífilis	sifilis	32607564_ES	32607564_ES	32607564_ES
