span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename	filename_positive	filename_certain
ventilación mecánica invasiva	PROCEDIMIENTO	4	2.0	4	ventilación mecánico invasivo	25638009		ventilación mecánica invasiva	ventilacion mecanica invasiva	32586778_ES, 32638890_ES, 32622819A_ES, 32587121_ES	32586778_ES, 32638890_ES, 32622819A_ES, 32587121_ES	32586778_ES, 32638890_ES, 32622819A_ES, 32587121_ES
radiografía de tórax	PROCEDIMIENTO	4	2.0	4	radiografía de tórax	55587003		radiografía de tórax	radiografia de torax	32364123_ES, 3229222_ES, 32653210_ES, 32631646_ES	32364123_ES, 3229222_ES, 32653210_ES, 32631646_ES	32364123_ES, 3229222_ES, 32653210_ES, 32631646_ES
pruebas funcionales hepáticas	PROCEDIMIENTO	4	2.0	4	prueba funcional hepático			pruebas funcionales hepáticas	pruebas funcionales hepaticas	32623310_ES, 32222713_ES, 32292053_ES, 32637086B_ES	32623310_ES, 32222713_ES, 32292053_ES, 32637086B_ES	32623310_ES, 32222713_ES, 32292053_ES, 32637086B_ES
prueba de gripe	PROCEDIMIENTO	4	2.0	4	prueba de gripe			prueba de gripe	prueba de gripe	32612465C_ES, 32612465A_ES, 32612465B_ES, 32612465D_ES	32612465C_ES, 32612465A_ES, 32612465B_ES, 32612465D_ES	32612465C_ES, 32612465A_ES, 32612465B_ES, 32612465D_ES
oxígeno	PROCEDIMIENTO	4	2.0	4	oxígeno	24099007		oxígeno	oxigeno	32415334_ES, 32427645_ES, 32588475_ES, 32637327A_ES	32415334_ES, 32427645_ES, 32588475_ES, 32637327A_ES	32415334_ES, 32427645_ES, 32588475_ES, 32637327A_ES
fisioterapia	PROCEDIMIENTO	4	2.0	4	fisioterapia	722138006, 91251008	C0699718, C0949766	fisioterapia	fisioterapia	32653906_ES, 32617903B_ES, 32617903A_ES, 32426200_ES	32653906_ES, 32617903B_ES, 32617903A_ES, 32426200_ES	32653906_ES, 32617903B_ES, 32617903A_ES, 32426200_ES
auscultación pulmonar	PROCEDIMIENTO	4	2.0	4	auscultación pulmonar			auscultación pulmonar	auscultacion pulmonar	32247016_ES, 32119083_ES, 32359804_ES, 32246917_ES	32247016_ES, 32119083_ES, 32359804_ES, 32246917_ES	32247016_ES, 32119083_ES, 32359804_ES, 32246917_ES
anticoagulante	PROCEDIMIENTO	4	2.0	4	anticoagulante	372862008	C0003280	anticoagulante	anticoagulante	32363351_ES, 32402687_ES, 32402687-B_ES, 32648092A_ES	32363351_ES, 32402687_ES, 32402687-B_ES, 32648092A_ES	32363351_ES, 32402687_ES, 32402687-B_ES, 32648092A_ES
antibióticos i.v	PROCEDIMIENTO	3	1.5	4	antibiótico i . v			antibióticos i.v	antibioticos iv	32617903B_ES, 32617903A_ES, 32594429_ES	32617903B_ES, 32617903A_ES, 32594429_ES	32617903B_ES, 32617903A_ES, 32594429_ES
angiografía por TAC	PROCEDIMIENTO	4	2.0	4	angiografía por TAC			angiografía por TAC	angiografia por TAC	32648092A_ES, 32353183-B_ES, 32639089_ES, 32562891_ES	32648092A_ES, 32353183-B_ES, 32639089_ES, 32562891_ES	32648092A_ES, 32353183-B_ES, 32639089_ES, 32562891_ES
TAC torácica sin contraste	PROCEDIMIENTO	4	2.0	4	TAC torácico sin contraste			TAC torácica sin contraste	TAC toracica sin contraste	32278585_ES, 32554425_ES, 32606044_ES, 32351657_ES	32278585_ES, 32554425_ES, 32606044_ES, 32351657_ES	32278585_ES, 32554425_ES, 32606044_ES, 32351657_ES
ventilación mecánica no invasiva	PROCEDIMIENTO	3	1.5	3	ventilación mecánico no invasivo	428311008		ventilación mecánica no invasiva	ventilacion mecanica no invasiva	32363336_ES, 32360384_ES, 32207255_ES	32363336_ES, 32360384_ES, 32207255_ES	32363336_ES, 32360384_ES, 32207255_ES
trombólisis	PROCEDIMIENTO	3	1.5	3	trombólisis	51308000		trombólisis	trombolisis	32360439-B_ES, 32360439-D_ES, 32351657_ES	32360439-B_ES, 32360439-D_ES, 32351657_ES	32360439-B_ES, 32360439-D_ES, 32351657_ES
telemetría	PROCEDIMIENTO	3	1.5	3	telemetría			telemetría	telemetria	32363336-B_ES, 32360439-D_ES, 32360439_ES	32363336-B_ES, 32360439-D_ES, 32360439_ES	32363336-B_ES, 32360439-D_ES, 32360439_ES
rt-pcr de frotis nasofaríngeo	PROCEDIMIENTO	2	1.0	3	rt-pcr de frotis nasofaríngeo			RT-PCR de frotis nasofaríngeo	rtpcr de frotis nasofaringeo	32602267_ES, 32619798_ES	32602267_ES, 32619798_ES	32602267_ES, 32619798_ES
radiografía torácica anteroposterior	PROCEDIMIENTO	2	1.0	3	radiografía torácico anteroposterior			radiografía torácica anteroposterior	radiografia toracica anteroposterior	32612435_ES, 32611659_ES	32612435_ES, 32611659_ES	32612435_ES, 32611659_ES
quimioterapia	PROCEDIMIENTO	2	1.0	3	quimioterapia	182831000, 367336001	C0013216, C3665472	quimioterapia	quimioterapia	32622819A_ES, 32637327A_ES	32622819A_ES, 32637327A_ES	32622819A_ES, 32637327A_ES
qrt-pcr para sars-cov-2	PROCEDIMIENTO	1	0.5	3	qrt-pcr para sars-cov-2			qRT-PCR para SARS-CoV-2	qrtpcr para sarscov2	32292053_ES	32292053_ES	32292053_ES
prueba de sars-cov-2 mediante rt-pcr	PROCEDIMIENTO	3	1.5	3	prueba de sars-cov-2 mediante rt-pcr			prueba de SARS-CoV-2 mediante RT-PCR	prueba de sarscov2 mediante rtpcr	32614251_ES, 32637327A_ES, 32638347C_ES	32614251_ES, 32637327A_ES, 32638347C_ES	32614251_ES, 32637327A_ES, 32638347C_ES
plasmaféresis	PROCEDIMIENTO	2	1.0	3	plasmaféresis	20720000		plasmaféresis	plasmaferesis	32586958_ES, 32399694­­_ES	32586958_ES, 32399694­­_ES	32586958_ES, 32399694­­_ES
parto por cesárea	PROCEDIMIENTO	3	1.5	3	partir por cesárea	200144004		parto por cesárea	parto por cesarea	32292054_ES, 32292867_ES, 32590725_ES	32292054_ES, 32292867_ES, 32590725_ES	32292054_ES, 32292867_ES, 32590725_ES
oxigenoterapia con cánula nasal	PROCEDIMIENTO	3	1.5	3	oxigenoterapia con cánula nasal			oxigenoterapia con cánula nasal	oxigenoterapia con canula nasal	32602267_ES, 32609542_ES, 32612465A_ES	32602267_ES, 32609542_ES, 32612465A_ES	32602267_ES, 32609542_ES, 32612465A_ES
laparotomía	PROCEDIMIENTO	3	1.5	3	laparotomía	86481000		laparotomía	laparotomia	32351657_ES, 32353183-B_ES, 32424482_ES	32351657_ES, 32353183-B_ES, 32424482_ES	32351657_ES, 32353183-B_ES, 32424482_ES
intubación orotraqueal	PROCEDIMIENTO	3	1.5	3	intubación orotraqueal	232674004		intubación orotraqueal	intubacion orotraqueal	32623310_ES, 32638890_ES, 32275347_ES	32623310_ES, 32638890_ES, 32275347_ES	32623310_ES, 32638890_ES, 32275347_ES
intubación	PROCEDIMIENTO	3	1.5	3	intubación	129339002, 52765003		intubación	intubacion	32554811_ES, 32320556_ES, 32423738_ES	32554811_ES, 32320556_ES, 32423738_ES	32554811_ES, 32320556_ES, 32423738_ES
hidratación i.v	PROCEDIMIENTO	3	1.5	3	hidratación i . v			hidratación i.v	hidratacion iv	32363336_ES, 32426200_ES, 32606105_ES	32363336_ES, 32426200_ES, 32606105_ES	32363336_ES, 32426200_ES, 32606105_ES
frotis orofaríngeo	PROCEDIMIENTO	3	1.5	3	frotis orofaríngeo			frotis orofaríngeo	frotis orofaringeo	32359804_ES, 32606044_ES, 32294340_ES	32359804_ES, 32606044_ES, 32294340_ES	32359804_ES, 32606044_ES, 32294340_ES
frotis nasofaríngeos y orofaríngeos	PROCEDIMIENTO	3	1.5	3	frotis nasofaríngeo y orofaríngeo			frotis nasofaríngeos y orofaríngeos	frotis nasofaringeos y orofaringeos	32399450_ES, 32267502_ES, 32198834_ES	32399450_ES, 32267502_ES, 32198834_ES	32399450_ES, 32267502_ES, 32198834_ES
frotis nasofaríngeo y orofaríngeo	PROCEDIMIENTO	2	1.0	3	frotis nasofaríngeo y orofaríngeo			frotis nasofaríngeo y orofaríngeo	frotis nasofaringeo y orofaringeo	32590204_ES, 32606044_ES	32590204_ES, 32606044_ES	32590204_ES, 32606044_ES
frotis nasal	PROCEDIMIENTO	3	1.5	3	frotis nasal			frotis nasal	frotis nasal	32360384_ES, 32631838_ES, 32651243_ES	32360384_ES, 32631838_ES, 32651243_ES	32360384_ES, 32631838_ES, 32651243_ES
evaluación neurológica	PROCEDIMIENTO	3	1.5	3	evaluación neurológico	225398001		evaluación neurológica	evaluacion neurologica	32283294_ES, 32612435_ES, 32426200_ES	32283294_ES, 32612435_ES, 32426200_ES	32283294_ES, 32612435_ES, 32426200_ES
electromiograma	PROCEDIMIENTO	2	1.0	3	electromiograma	42803009, 72330000	C0013839, C0013839	electromiograma	electromiograma	32619798_ES, 32359804_ES	32619798_ES, 32359804_ES	32619798_ES, 32359804_ES
ecografía torácica	PROCEDIMIENTO	2	1.0	3	ecografía torácico			ecografía torácica	ecografia toracica	32602267_ES, 32557532_ES	32602267_ES, 32557532_ES	32602267_ES, 32557532_ES
ecografía doppler	PROCEDIMIENTO	2	1.0	3	ecografía doppler	765172009		ecografía doppler	ecografia doppler	32631646_ES, 32637327A_ES	32631646_ES, 32637327A_ES	32631646_ES, 32637327A_ES
auscultación torácica	PROCEDIMIENTO	3	1.5	3	auscultación torácico			auscultación torácica	auscultacion toracica	32602267_ES, 32593338_ES, 32607304_Es	32602267_ES, 32593338_ES, 32607304_Es	32602267_ES, 32593338_ES, 32607304_Es
análisis del líquido cefalorraquídeo	PROCEDIMIENTO	3	1.5	3	análisis de+el líquido cefalorraquídeo			análisis del líquido cefalorraquídeo	analisis del liquido cefalorraquideo	32586752_ES, 32605766_ES, 32589794_ES	32586752_ES, 32605766_ES, 32589794_ES	32586752_ES, 32605766_ES, 32589794_ES
análisis del LCR	PROCEDIMIENTO	3	1.5	3	análisis de+el LCR			análisis del LCR	analisis del LCR	32563170_ES, 32590204_ES, 32359804_ES	32563170_ES, 32590204_ES, 32359804_ES	32563170_ES, 32590204_ES, 32359804_ES
angiografía pulmonar	PROCEDIMIENTO	3	1.5	3	angiografía pulmonar	84200003		angiografía pulmonar	angiografia pulmonar	32631838_ES, 32402687-B_ES, 32399449-B_ES	32631838_ES, 32402687-B_ES, 32399449-B_ES	32631838_ES, 32402687-B_ES, 32399449-B_ES
anamnesis	PROCEDIMIENTO	3	1.5	3	anamnesis	940000, 129431000, 84100007	C0021055, C0199182, C1292847	anamnesis	anamnesis	32292054_ES, 32360439_ES, 32636116_ES	32292054_ES, 32360439_ES, 32636116_ES	32292054_ES, 32360439_ES, 32636116_ES
aine	PROCEDIMIENTO	2	1.0	3	aine	16403005	C0003211	AINE	aine	32425356_ES, 32607304_Es	32425356_ES, 32607304_Es	32425356_ES, 32607304_Es
TAR	PROCEDIMIENTO	1	0.5	3	TAR			TAR	TAR	32607564_ES	32607564_ES	32607564_ES
TAC de alta resolución	PROCEDIMIENTO	2	1.0	3	TAC de alto resolución			TAC de alta resolución	TAC de alta resolucion	32417987_ES, 32554621_ES	32417987_ES, 32554621_ES	32417987_ES, 32554621_ES
RMN cerebrales	PROCEDIMIENTO	3	1.5	3	RMN cerebral			RMN cerebrales	RMN cerebrales	32563170_ES, 32554425_ES, 32611761A_ES	32563170_ES, 32554425_ES, 32611761A_ES	32563170_ES, 32554425_ES, 32611761A_ES
PCR del LCR	PROCEDIMIENTO	3	1.5	3	PCR de+el LCR			PCR del LCR	PCR del LCR	32653906_ES, 32586752_ES, 32563170_ES	32653906_ES, 32586752_ES, 32563170_ES	32653906_ES, 32586752_ES, 32563170_ES
PCR de sars-cov-2	PROCEDIMIENTO	3	1.5	3	PCR de sars-cov-2			PCR de SARS-CoV-2	PCR de sarscov2	32292054_ES, 32554811_ES, 32611761A_ES	32292054_ES, 32554811_ES, 32611761A_ES	32292054_ES, 32554811_ES, 32611761A_ES
ventilación protectora	PROCEDIMIENTO	2	1.0	2	ventilación protector			ventilación protectora	ventilacion protectora	32637327B_ES, 32637327A_ES	32637327B_ES, 32637327A_ES	32637327B_ES, 32637327A_ES
ventilación invasiva	PROCEDIMIENTO	2	1.0	2	ventilación invasivo	428311008		ventilación invasiva	ventilacion invasiva	32085846_ES, 32607564_ES	32085846_ES, 32607564_ES	32085846_ES, 32607564_ES
vasopresores	PROCEDIMIENTO	2	1.0	2	vasopresor			vasopresores	vasopresores	32292915_ES, 32622823_ES	32292915_ES, 32622823_ES	32292915_ES, 32622823_ES
vasoactivos	PROCEDIMIENTO	2	1.0	2	vasoactivo			vasoactivos	vasoactivos	32638890_ES, 32277408_ES	32638890_ES, 32277408_ES	32638890_ES, 32277408_ES
tratamiento antivírico	PROCEDIMIENTO	2	1.0	2	tratamiento antivírico	698460003		tratamiento antivírico	tratamiento antivirico	32276139_ES, 32161941_ES	32276139_ES, 32161941_ES	32276139_ES, 32161941_ES
tratamiento antiinflamatorio	PROCEDIMIENTO	2	1.0	2	tratamiento antiinflamatorio	169419003	C0438666	tratamiento antiinflamatorio	tratamiento antiinflamatorio	32427161_ES, 32168162_ES	32427161_ES, 32168162_ES	32427161_ES, 32168162_ES
tratamiento anticoagulante	PROCEDIMIENTO	2	1.0	2	tratamiento anticoagulante	442308007	C2711563	tratamiento anticoagulante	tratamiento anticoagulante	32648092B_ES, 32639461_ES	32648092B_ES	32648092B_ES, 32639461_ES
tratamiento antibacteriano	PROCEDIMIENTO	2	1.0	2	tratamiento antibacteriano			tratamiento antibacteriano	tratamiento antibacteriano	32292053_ES, 32607564_ES	32292053_ES, 32607564_ES	32292053_ES, 32607564_ES
trasplante renal	PROCEDIMIENTO	2	1.0	2	trasplante renal	70536003	C0022671	trasplante renal	trasplante renal	32222713_ES, 32198834_ES	32222713_ES, 32198834_ES	32222713_ES, 32198834_ES
transfusión de plasma	PROCEDIMIENTO	2	1.0	2	transfusión de plasma	13569004		transfusión de plasma	transfusion de plasma	32637086B_ES, 32638347C_ES	32637086B_ES, 32638347C_ES	32637086B_ES, 32638347C_ES
terapia vasopresora	PROCEDIMIENTO	2	1.0	2	terapia vasopresor			terapia vasopresora	terapia vasopresora	32612465B_ES, 32612465D_ES	32612465B_ES, 32612465D_ES	32612465B_ES, 32612465D_ES
terapia antibiótica	PROCEDIMIENTO	2	1.0	2	terapia antibiótico			terapia antibiótica	terapia antibiotica	32602267_ES, 32554425_ES	32602267_ES, 32554425_ES	32602267_ES, 32554425_ES
taponamiento del circuito de diálisis	PROCEDIMIENTO	2	1.0	2	taponamiento de+el circuito de diálisis			taponamiento del circuito de diálisis	taponamiento del circuito de dialisis	32612465B_ES, 32612465D_ES	32612465B_ES, 32612465D_ES	32612465B_ES, 32612465D_ES
rt-pcr del LCR	PROCEDIMIENTO	1	0.5	2	rt-pcr de+el LCR			RT-PCR del LCR	rtpcr del LCR	32418288_ES	32418288_ES	32418288_ES
retiraron los antibióticos	PROCEDIMIENTO	2	1.0	2	retirar el antibiótico			retiraron los antibióticos	retiraron los antibioticos	32631838_ES, 32399449_ES	32631838_ES, 32399449_ES	32631838_ES, 32399449_ES
restricción hídrica	PROCEDIMIENTO	2	1.0	2	restricción hídrico	25389001		restricción hídrica	restriccion hidrica	32363336-B_ES, 32423738_ES	32363336-B_ES, 32423738_ES	32363336-B_ES, 32423738_ES
resonancia magnética cardíaca	PROCEDIMIENTO	2	1.0	2	resonancia magnético cardiaco	241620005		resonancia magnética cardíaca	resonancia magnetica cardiaca	32329981_ES, 32267502_ES	32329981_ES, 32267502_ES	32329981_ES, 32267502_ES
rehabilitación de covid-19	PROCEDIMIENTO	2	1.0	2	rehabilitación de covid-19			rehabilitación de COVID-19	rehabilitacion de covid19	32638347B_ES, 32638347A_ES	32638347B_ES, 32638347A_ES	32638347B_ES, 32638347A_ES
rehabilitación	PROCEDIMIENTO	2	1.0	2	rehabilitación	52052004		rehabilitación	rehabilitacion	32588185_ES, 32360439-D_ES	32588185_ES, 32360439-D_ES	32588185_ES, 32360439-D_ES
reanimación cardiopulmonar	PROCEDIMIENTO	2	1.0	2	reanimación cardiopulmonar	89666000		reanimación cardiopulmonar	reanimacion cardiopulmonar	32363336_ES, 3229222_ES	32363336_ES	32363336_ES, 3229222_ES
radioterapia	PROCEDIMIENTO	2	1.0	2	radioterapia	61757002	C1522449	radioterapia	radioterapia	32620682_ES, 32637327A_ES	32620682_ES, 32637327A_ES	32620682_ES, 32637327A_ES
pruebas hematológicas	PROCEDIMIENTO	2	1.0	2	prueba hematológico	252275004		pruebas hematológicas	pruebas hematologicas	32605766_ES, 32637086B_ES	32605766_ES, 32637086B_ES	32605766_ES, 32637086B_ES
pruebas de esputo	PROCEDIMIENTO	2	1.0	2	prueba de esputo			pruebas de esputo	pruebas de esputo	32232784_ES, 32277408_ES	32232784_ES, 32277408_ES	32232784_ES, 32277408_ES
prueba rt-pcr	PROCEDIMIENTO	2	1.0	2	probar rt-pcr			prueba RT-PCR	prueba rtpcr	32265235_ES, 32360384_ES	32265235_ES, 32360384_ES	32265235_ES, 32360384_ES
prueba de troponina I	PROCEDIMIENTO	2	1.0	2	prueba de troponina I			prueba de troponina I	prueba de troponina I	32615807B_ES, 32615807C_ES	32615807B_ES, 32615807C_ES	32615807B_ES, 32615807C_ES
profilaxis antitrombótica	PROCEDIMIENTO	2	1.0	2	profilaxis antitrombótico			profilaxis antitrombótica	profilaxis antitrombotica	32589931_ES, 32554621_ES	32589931_ES, 32554621_ES	32589931_ES, 32554621_ES
parto	PROCEDIMIENTO	2	1.0	2	partir	66348005	C1148523	parto	parto	32161941_ES, 32590725_ES	32590725_ES	32161941_ES, 32590725_ES
oxigenoterapia no invasiva	PROCEDIMIENTO	2	1.0	2	oxigenoterapia no invasivo			oxigenoterapia no invasiva	oxigenoterapia no invasiva	32637086B_ES, 32637086A_ES	32637086B_ES, 32637086A_ES	32637086B_ES, 32637086A_ES
oxigenoterapia nasal	PROCEDIMIENTO	2	1.0	2	oxigenoterapia nasal	57485005	C0184633	oxigenoterapia nasal	oxigenoterapia nasal	32414534_ES, 32215898_ES	32414534_ES, 32215898_ES	32414534_ES, 32215898_ES
oxigenación por membrana extracorporal	PROCEDIMIENTO	2	1.0	2	oxigenación por membrana extracorporal	233573008		oxigenación por membrana extracorporal	oxigenacion por membrana extracorporal	32427774_ES, 32583150A_ES	32583150A_ES	32427774_ES, 32583150A_ES
mascarilla N95	PROCEDIMIENTO	2	1.0	2	mascarilla N95			mascarilla N95	mascarilla N95	32317275_ES, 32161941_ES	32317275_ES, 32161941_ES	32317275_ES, 32161941_ES
leche materna	PROCEDIMIENTO	2	1.0	2	leche materno	87640006, 226789007	C0026140, C0026140	leche materna	leche materna	32179908_ES, 32614251_ES	32179908_ES, 32614251_ES	32179908_ES, 32614251_ES
intervención coronaria percutánea	PROCEDIMIENTO	2	1.0	2	intervención coronario percutáneo	415070008		intervención coronaria percutánea	intervencion coronaria percutanea	32586778_ES, 32222713_ES	32586778_ES, 32222713_ES	32586778_ES, 32222713_ES
hemodiafiltración venovenosa continua	PROCEDIMIENTO	2	1.0	2	hemodiafiltración venovenoso continuo	233590002		hemodiafiltración venovenosa continua	hemodiafiltracion venovenosa continua	32222713_ES, 32622483_ES	32222713_ES, 32622483_ES	32222713_ES, 32622483_ES
hemocultivos aeróbicos y anaeróbicos	PROCEDIMIENTO	1	0.5	2	hemocultivo aeróbico y anaeróbico			hemocultivos aeróbicos y anaeróbicos	hemocultivos aerobicos y anaerobicos	32594151_ES	32594151_ES	32594151_ES
gasometría arterial materna	PROCEDIMIENTO	1	0.5	2	gasometría arterial materno			gasometría arterial materna	gasometria arterial materna	32363336_ES	32363336_ES	32363336_ES
frotis nasofaríngeo para sars-cov-2	PROCEDIMIENTO	2	1.0	2	frotis nasofaríngeo para sars-cov-2			frotis nasofaríngeo para SARS-CoV-2	frotis nasofaringeo para sarscov2	32587121_ES, 32563170_ES	32587121_ES, 32563170_ES	32587121_ES, 32563170_ES
frotis nasales	PROCEDIMIENTO	2	1.0	2	frotis nasal			frotis nasales	frotis nasales	32360384_ES, 32320556_ES	32360384_ES, 32320556_ES	32360384_ES, 32320556_ES
frotis	PROCEDIMIENTO	2	1.0	2	frotis	258661006	C0444330	frotis	frotis	32636116_ES, 32639461_ES	32636116_ES, 32639461_ES	32636116_ES, 32639461_ES
extubación	PROCEDIMIENTO	2	1.0	2	extubación			extubación	extubacion	32619798_ES, 32554811_ES	32619798_ES, 32554811_ES	32619798_ES, 32554811_ES
exploración torácica	PROCEDIMIENTO	2	1.0	2	exploración torácico	54607000		exploración torácica	exploracion toracica	32637086B_ES, 32637086A_ES	32637086B_ES, 32637086A_ES	32637086B_ES, 32637086A_ES
exploración respiratoria	PROCEDIMIENTO	2	1.0	2	exploración respiratorio			exploración respiratoria	exploracion respiratoria	32563170_ES, 32639089_ES	32563170_ES, 32639089_ES	32563170_ES, 32639089_ES
exploración pulmonar	PROCEDIMIENTO	2	1.0	2	exploración pulmonar			exploración pulmonar	exploracion pulmonar	32637266A_ES, 32637266B_ES	32637266A_ES, 32637266B_ES	32637266A_ES, 32637266B_ES
exploración neurológica de las extremidades inferiores	PROCEDIMIENTO	2	1.0	2	exploración neurológico de el extremidad inferior			exploración neurológica de las extremidades inferiores	exploracion neurologica de las extremidades inferiores	32602610_ES, 32617903A_ES	32602610_ES, 32617903A_ES	32602610_ES, 32617903A_ES
exploración histológica	PROCEDIMIENTO	2	1.0	2	exploración histológico			exploración histológica	exploracion histologica	32085846_ES, 32554621_ES	32085846_ES, 32554621_ES	32085846_ES, 32554621_ES
exploración cardíaca	PROCEDIMIENTO	2	1.0	2	exploración cardíaco			exploración cardíaca	exploracion cardiaca	32292053_ES, 32198834_ES	32292053_ES, 32198834_ES	32292053_ES, 32198834_ES
exploración	PROCEDIMIENTO	2	1.0	2	exploración	122458006, 129422000		exploración	exploracion	32644205_ES, 32639461_ES	32644205_ES, 32639461_ES	32644205_ES, 32639461_ES
estudios de conducción nerviosa	PROCEDIMIENTO	2	1.0	2	estudio de conducción nervioso	51110005		estudios de conducción nerviosa	estudios de conduccion nerviosa	32619798_ES, 32588185_ES	32619798_ES, 32588185_ES	32619798_ES, 32588185_ES
estudios de coagulación	PROCEDIMIENTO	2	1.0	2	estudio de coagulación	395216006		Estudios de coagulación	estudios de coagulacion	32402687_ES, 32402687-B_ES	32402687_ES, 32402687-B_ES	32402687_ES, 32402687-B_ES
estudio de conducción nerviosa	PROCEDIMIENTO	2	1.0	2	estudio de conducción nervioso	51110005		estudio de conducción nerviosa	estudio de conduccion nerviosa	32359804_ES, 32399950_ES	32359804_ES, 32399950_ES	32359804_ES, 32399950_ES
ecografía renal	PROCEDIMIENTO	2	1.0	2	ecografía renal			ecografía renal	ecografia renal	32617903B_ES, 32292867_ES	32617903B_ES, 32292867_ES	32617903B_ES, 32292867_ES
cultivos de esputo	PROCEDIMIENTO	2	1.0	2	cultivo de esputo			cultivos de esputo	cultivos de esputo	32179908_ES, 32611659_ES	32179908_ES	32179908_ES, 32611659_ES
cultivos de LCR	PROCEDIMIENTO	2	1.0	2	cultivo de LCR			cultivos de LCR	cultivos de LCR	32611761A_ES, 32594151_ES		32611761A_ES, 32594151_ES
corticoesteroides	PROCEDIMIENTO	2	1.0	2	corticoesteroides	332333008	C0001617	corticoesteroides	corticoesteroides	32638890_ES, 32638347C_ES	32638347C_ES	32638890_ES, 32638347C_ES
colecistectomía	PROCEDIMIENTO	2	1.0	2	colecistectomía	38102005		colecistectomía	colecistectomia	32631645_ES, 32292867_ES	32631645_ES, 32292867_ES	32631645_ES, 32292867_ES
broncoscopia	PROCEDIMIENTO	2	1.0	2	broncoscopia	10847001	C0006290	broncoscopia	broncoscopia	32399451_ES, 32622819A_ES	32622819A_ES	32399451_ES, 32622819A_ES
biopsia de médula	PROCEDIMIENTO	1	0.5	2	biopsia de médula	234326005		biopsia de médula	biopsia de medula	32622819B_ES	32622819B_ES	32622819B_ES
biopsia cutánea	PROCEDIMIENTO	2	1.0	2	biopsia cutáneo	240977001	C0150866	biopsia cutánea	biopsia cutanea	32641443_ES, 32585767_ES	32585767_ES	32641443_ES, 32585767_ES
aptc	PROCEDIMIENTO	2	1.0	2	aptc			APTC	aptc	32617903A_ES, 32631838_ES	32617903A_ES, 32631838_ES	32617903A_ES, 32631838_ES
análisis serológico	PROCEDIMIENTO	2	1.0	2	análisis serológico			análisis serológico	analisis serologico	32623310_ES, 32601756_ES	32623310_ES, 32601756_ES	32623310_ES, 32601756_ES
análisis microbiológicos	PROCEDIMIENTO	2	1.0	2	análisis microbiológico			análisis microbiológicos	analisis microbiologicos	32615155_ES, 32168162_ES	32615155_ES, 32168162_ES	32615155_ES, 32168162_ES
análisis de orina citobacteriológico	PROCEDIMIENTO	1	0.5	2	análisis de orina citobacteriológico			análisis de orina citobacteriológico	analisis de orina citobacteriologico	32594151_ES	32594151_ES	32594151_ES
análisis de líquido cefalorraquídeo	PROCEDIMIENTO	2	1.0	2	análisis de líquido cefalorraquídeo			análisis de líquido cefalorraquídeo	analisis de liquido cefalorraquideo	32554423_ES, 32588185_ES	32554423_ES, 32588185_ES	32554423_ES, 32588185_ES
análisis de LCR	PROCEDIMIENTO	1	0.5	2	análisis de LCR			análisis de LCR	analisis de LCR	32418288_ES	32418288_ES	32418288_ES
análisis anatomopatológico	PROCEDIMIENTO	1	0.5	2	análisis anatomopatológico			análisis anatomopatológico	analisis anatomopatologico	32425356_ES	32425356_ES	32425356_ES
anticoagulantes	PROCEDIMIENTO	2	1.0	2	anticoagulante	372862008	C0003280	anticoagulantes	anticoagulantes	32554811_ES, 32426200_ES	32554811_ES, 32426200_ES	32554811_ES, 32426200_ES
antibióticos	PROCEDIMIENTO	2	1.0	2	antibiótico	41000005, 255631004		antibióticos	antibioticos	32427645_ES, 32250095_ES	32427645_ES, 32250095_ES	32427645_ES, 32250095_ES
antibiótico	PROCEDIMIENTO	2	1.0	2	antibiótico	41000005, 255631004		antibiótico	antibiotico	32364123_ES, 32607564_ES	32364123_ES, 32607564_ES	32364123_ES, 32607564_ES
angiotomografía craneomaxilofacial	PROCEDIMIENTO	2	1.0	2	angiotomografía craneomaxilofacial			angiotomografía craneomaxilofacial	angiotomografia craneomaxilofacial	32360439-B_ES, 32360439-C_ES	32360439-B_ES, 32360439-C_ES	32360439-B_ES, 32360439-C_ES
angiotomografía computarizada coronaria	PROCEDIMIENTO	2	1.0	2	angiotomografía computarizar coronario			angiotomografía computarizada coronaria	angiotomografia computarizada coronaria	32616174_ES, 32267502_ES	32616174_ES, 32267502_ES	32616174_ES, 32267502_ES
aislamiento domiciliario	PROCEDIMIENTO	2	1.0	2	aislamiento domiciliario			aislamiento domiciliario	aislamiento domiciliario	32586958_ES, 32631645_ES	32586958_ES, 32631645_ES	32586958_ES, 32631645_ES
TAC torácica y abdominal	PROCEDIMIENTO	2	1.0	2	TAC torácico y abdominal			TAC torácica y abdominal	TAC toracica y abdominal	32586778_ES, 32622823_ES	32586778_ES, 32622823_ES	32586778_ES, 32622823_ES
TAC torácica simple	PROCEDIMIENTO	1	0.5	2	TAC torácico simple			TAC torácica simple	TAC toracica simple	32174057_ES	32174057_ES	32174057_ES
TAC torácica de la madre	PROCEDIMIENTO	2	1.0	2	TAC torácico de el madre			TAC torácica de la madre	TAC toracica de la madre	32161941_ES, 32292053_ES	32161941_ES, 32292053_ES	32161941_ES, 32292053_ES
TAC cerebral	PROCEDIMIENTO	2	1.0	2	TAC cerebral			TAC cerebral	TAC cerebral	32589794_ES, 32648092B_ES	32589794_ES, 32648092B_ES	32589794_ES, 32648092B_ES
