span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename	filename_positive	filename_certain
odinofagia	SINTOMA	3	1.5	3	odinofagia	30233002	C0221150	odinofagia	odinofagia	32601756_ES, 32631646_ES, 32294273_ES	32601756_ES, 32631646_ES, 32294273_ES	32601756_ES, 32631646_ES, 32294273_ES
infiltrados pulmonares	SINTOMA	3	1.5	3	infiltrar pulmonar			infiltrados pulmonares	infiltrados pulmonares	32363336_ES, 32247642_ES, 32601756_ES	32363336_ES, 32247642_ES	32363336_ES, 32247642_ES, 32601756_ES
infiltrados alveolares	SINTOMA	2	1.0	3	infiltrar alveolar			infiltrados alveolares	infiltrados alveolares	32586958_ES, 32617903B_ES	32586958_ES, 32617903B_ES	32586958_ES, 32617903B_ES
hipertonía	SINTOMA	2	1.0	3	hipertonía	56731001		hipertonía	hipertonia	32617903A_ES, 32605766_ES	32617903A_ES, 32605766_ES	32617903A_ES, 32605766_ES
hepatomegalia	SINTOMA	2	1.0	3	hepatomegalia	80515008	C0019209	hepatomegalia	hepatomegalia	32427645_ES, 32636116_ES	32427645_ES, 32636116_ES	32427645_ES, 32636116_ES
falleció	SINTOMA	3	1.5	3	fallecer	419099009		falleció	fallecio	32399451_ES, 32351657_ES, 32282871_ES	32399451_ES, 32351657_ES, 32282871_ES	32399451_ES, 32351657_ES, 32282871_ES
dolor torácico pleural	SINTOMA	3	1.5	3	dolor torácico pleural			dolor torácico pleural	dolor toracico pleural	32317275_ES, 32423911_ES, 32352487_ES	32317275_ES, 32423911_ES, 32352487_ES	32317275_ES, 32423911_ES, 32352487_ES
debilidad facial	SINTOMA	2	1.0	3	debilidad facial	95666008	C0427055	debilidad facial	debilidad facial	32586958_ES, 32631770_ES	32586958_ES, 32631770_ES	32586958_ES, 32631770_ES
aumento de troponina	SINTOMA	2	1.0	3	aumento de troponina			aumento de troponina	aumento de troponina	32363351_ES, 32607304_Es	32363351_ES, 32607304_Es	32363351_ES, 32607304_Es
alucinaciones auditivas	SINTOMA	2	1.0	3	alucinación auditivo	45150006	C0233762	alucinaciones auditivas	alucinaciones auditivas	32593478_ES, 32639089_ES	32593478_ES, 32639089_ES	32593478_ES, 32639089_ES
tos persistente	SINTOMA	2	1.0	2	tos persistente	284523002	C0562483	tos persistente	tos persistente	32641443_ES, 32275347_ES	32275347_ES	32641443_ES, 32275347_ES
tabaquismo	SINTOMA	2	1.0	2	tabaquismo	266918002, 89765005	C0040332, C0040336, C0425291, C1306274	tabaquismo	tabaquismo	32601756_ES, 32611659_ES	32601756_ES	32601756_ES, 32611659_ES
síntomas paragripales	SINTOMA	2	1.0	2	síntoma paragripal			síntomas paragripales	sintomas paragripales	32586778_ES, 32637086B_ES	32586778_ES, 32637086B_ES	32586778_ES, 32637086B_ES
síntomas abdominales	SINTOMA	2	1.0	2	síntoma abdominal			síntomas abdominales	sintomas abdominales	32179908_ES, 32353183-B_ES	32353183-B_ES	32179908_ES, 32353183-B_ES
sudoración intensa	SINTOMA	2	1.0	2	sudoración intenso			sudoración intensa	sudoracion intensa	32653906_ES, 32605766_ES	32653906_ES, 32605766_ES	32653906_ES, 32605766_ES
somnolencia	SINTOMA	2	1.0	2	somnolencia	79519003, 271782001	C0013144, C0013144	somnolencia	somnolencia	32292054_ES, 32318729_ES	32292054_ES, 32318729_ES	32292054_ES, 32318729_ES
signos respiratorios	SINTOMA	2	1.0	2	signo respiratorio			signos respiratorios	signos respiratorios	32638347A_ES, 32638347C_ES	32638347A_ES, 32638347C_ES	32638347A_ES, 32638347C_ES
signo de lasègue	SINTOMA	2	1.0	2	signo de lasègue	27540008		signo de Lasègue	signo de lasegue	32293714_ES, 32359804_ES	32293714_ES, 32359804_ES	32293714_ES, 32359804_ES
signo de babinski	SINTOMA	2	1.0	2	signo de babinski	63833001	C0034935	signo de Babinski	signo de babinski	32283294_ES, 32590204_ES	32283294_ES, 32590204_ES	32283294_ES, 32590204_ES
sensación distérmica	SINTOMA	2	1.0	2	sensación distérmico			sensación distérmica	sensacion distermica	3229222_ES, 32631646_ES	3229222_ES	3229222_ES, 32631646_ES
roncus	SINTOMA	2	1.0	2	roncus			roncus	roncus	32363351_ES, 32607304_Es	32363351_ES, 32607304_Es	32363351_ES, 32607304_Es
rigidez de nuca	SINTOMA	1	0.5	2	rigidez de nuca	405947006, 4697007	C0151315, C1320474, C1320474	rigidez de nuca	rigidez de nuca	32414534_ES	32414534_ES	32414534_ES
retracción subcostal	SINTOMA	2	1.0	2	retracción subcostal			retracción subcostal	retraccion subcostal	32265235_ES, 32606105_ES	32265235_ES, 32606105_ES	32265235_ES, 32606105_ES
proteinuria	SINTOMA	2	1.0	2	proteinuria	29738008	C0033687	proteinuria	proteinuria	32363336_ES, 32589931_ES	32363336_ES, 32589931_ES	32363336_ES, 32589931_ES
polipnea	SINTOMA	2	1.0	2	polipnea	63782006	C0220854, C1328799	polipnea	polipnea	32351657_ES, 32638347C_ES	32351657_ES, 32638347C_ES	32351657_ES, 32638347C_ES
neutrofilia	SINTOMA	2	1.0	2	neutrofília	165518003, 414850009, 78341006	C0151683, C1282609, C3665444, C3665444	neutrofilia	neutrofilia	32423911_ES, 32417987_ES	32423911_ES, 32417987_ES	32423911_ES, 32417987_ES
máculas	SINTOMA	1	0.5	2	mácula			máculas	maculas	32352487_ES	32352487_ES	32352487_ES
masa tumoral del pulmón	SINTOMA	1	0.5	2	masa tumoral de+el pulmón			masa tumoral del pulmón	masa tumoral del pulmon	32165205_ES	32165205_ES	32165205_ES
malestar torácico	SINTOMA	2	1.0	2	malestar torácico	279084009		malestar torácico	malestar toracico	32232784_ES, 32208010_ES	32208010_ES	32232784_ES, 32208010_ES
malestar intenso	SINTOMA	2	1.0	2	malestar intenso			malestar intenso	malestar intenso	32426200_ES, 32606105_ES	32426200_ES, 32606105_ES	32426200_ES, 32606105_ES
malestar agudo	SINTOMA	2	1.0	2	malestar agudo			malestar agudo	malestar agudo	32637266A_ES, 32637266B_ES		32637266A_ES, 32637266B_ES
lumbalgia	SINTOMA	2	1.0	2	lumbalgia	279039007, 40709005	C0024031, C0024031	lumbalgia	lumbalgia	32588185_ES, 32648092B_ES	32588185_ES, 32648092B_ES	32588185_ES, 32648092B_ES
linfoadenopatía	SINTOMA	2	1.0	2	linfoadenopatía	30746006		linfoadenopatía	linfoadenopatia	32593338_ES, 32640066_ES		32593338_ES, 32640066_ES
incapacidad de andar	SINTOMA	2	1.0	2	incapacidad de andar			incapacidad de andar	incapacidad de andar	32414534_ES, 32590204_ES	32414534_ES, 32590204_ES	32414534_ES, 32590204_ES
hipotonía	SINTOMA	2	1.0	2	hipotonía	29476001		hipotonía	hipotonia	32359804_ES, 32594151_ES	32359804_ES, 32594151_ES	32359804_ES, 32594151_ES
hiposmia	SINTOMA	2	1.0	2	hiposmia			hiposmia	hiposmia	32605712_ES, 32585767_ES	32605712_ES	32605712_ES, 32585767_ES
hematuria	SINTOMA	2	1.0	2	hematuria	34436003, 53298000	C0018965, C0018965	hematuria	hematuria	32292915_ES, 32277408_ES	32292915_ES, 32277408_ES	32292915_ES, 32277408_ES
falta de apetito	SINTOMA	2	1.0	2	faltar de apetito			falta de apetito	falta de apetito	32631770_ES, 32593478_ES	32631770_ES, 32593478_ES	32631770_ES, 32593478_ES
expectoración hemoptoica	SINTOMA	2	1.0	2	expectoración hemoptoico			expectoración hemoptoica	expectoracion hemoptoica	32609542_ES, 32208010_ES	32609542_ES, 32208010_ES	32609542_ES, 32208010_ES
estertores bibasales	SINTOMA	2	1.0	2	estertor bibasal			estertores bibasales	estertores bibasales	32623310_ES, 32294340_ES	32623310_ES, 32294340_ES	32623310_ES, 32294340_ES
engrosamiento de la textura de los pulmones sin anormalidades cardíacas	SINTOMA	1	0.5	2	engrosamiento de el textura de el pulmón sin anormalidad cardíaco			engrosamiento de la textura de los pulmones sin anormalidades cardíacas	engrosamiento de la textura de los pulmones sin anormalidades cardiacas	32161941_ES	32161941_ES	32161941_ES
empeoramiento del estado respiratorio	SINTOMA	2	1.0	2	empeoramiento de+el estado respiratorio			empeoramiento del estado respiratorio	empeoramiento del estado respiratorio	32638347B_ES, 32179908_ES	32638347B_ES, 32179908_ES	32638347B_ES, 32179908_ES
elevación difusa del segmento ST	SINTOMA	2	1.0	2	elevación difuso de+el segmento ST			elevación difusa del segmento ST	elevacion difusa del segmento ST	32607304_Es, 32584431_ES	32607304_Es, 32584431_ES	32607304_Es, 32584431_ES
edema pulmonar	SINTOMA	2	1.0	2	edema pulmonar	19242006	C0034063	edema pulmonar	edema pulmonar	32363336_ES, 32222713_ES	32363336_ES, 32222713_ES	32363336_ES, 32222713_ES
edema miocárdico difuso	SINTOMA	2	1.0	2	edema miocárdico difuso			edema miocárdico difuso	edema miocardico difuso	3229222_ES, 32267502_ES	3229222_ES, 32267502_ES	3229222_ES, 32267502_ES
dorsalgia	SINTOMA	1	0.5	2	dorsalgia	22913005, 419258005	C0004604, C0004604, C0677061	dorsalgia	dorsalgia	32605766_ES	32605766_ES	32605766_ES
dolor en fosa lumbar	SINTOMA	2	1.0	2	dolor en fosa lumbar			dolor en fosa lumbar	dolor en fosa lumbar	32292915_ES, 32292867_ES	32292915_ES, 32292867_ES	32292915_ES, 32292867_ES
dolor de garganta	SINTOMA	2	1.0	2	dolor de garganta	162397003, 51388003	C0242429, C0242429	dolor de garganta	dolor de garganta	32292904_ES, 32269194_ES	32292904_ES, 32269194_ES	32292904_ES, 32269194_ES
disnea de esfuerzo	SINTOMA	2	1.0	2	disnea de esfuerzo	60845006	C0231807	disnea de esfuerzo	disnea de esfuerzo	32267140_ES, 32208010_ES	32267140_ES, 32208010_ES	32267140_ES, 32208010_ES
disminución de la saturación de oxígeno	SINTOMA	2	1.0	2	disminución de el saturación de oxígeno			disminución de la saturación de oxígeno	disminucion de la saturacion de oxigeno	32278585_ES, 32612465B_ES	32278585_ES, 32612465B_ES	32278585_ES, 32612465B_ES
desorientado	SINTOMA	2	1.0	2	desorientar	62476001	C0233407	desorientado	desorientado	32563170_ES, 32417987_ES	32563170_ES, 32417987_ES	32563170_ES, 32417987_ES
delirios	SINTOMA	1	0.5	2	delirio	2776000, 2073000	C0011253, C0011206	delirios	delirios	32639089_ES	32639089_ES	32639089_ES
delirio	SINTOMA	2	1.0	2	delirio	2776000, 2073000	C0011253, C0011206	delirio	delirio	32612435_ES, 32639089_ES	32612435_ES, 32639089_ES	32612435_ES, 32639089_ES
debilidad muscular	SINTOMA	2	1.0	2	debilidad muscular	26544005	C0151786	debilidad muscular	debilidad muscular	32619798_ES, 32399694­­_ES	32619798_ES, 32399694­­_ES	32619798_ES, 32399694­­_ES
debilidad general	SINTOMA	2	1.0	2	debilidad general	13791008	C0004093, C3714552	debilidad general	debilidad general	32587121_ES, 32622819A_ES	32587121_ES, 32622819A_ES	32587121_ES, 32622819A_ES
cianosis	SINTOMA	1	0.5	2	cianosis	3415004	C0010520	cianosis	cianosis	32359711_ES	32359711_ES	32359711_ES
choque	SINTOMA	2	1.0	2	choque	27942005	C0036974	choque	choque	32179908_ES, 32363351_ES	32363351_ES	32179908_ES, 32363351_ES
cefalea frontal	SINTOMA	2	1.0	2	cefalea frontal	267096005	C0239886	cefalea frontal	cefalea frontal	32653906_ES, 32294340_ES	32653906_ES, 32294340_ES	32653906_ES, 32294340_ES
buen estado general	SINTOMA	2	1.0	2	bueno estado general			buen estado general	buen estado general	32653906_ES, 32594151_ES	32653906_ES, 32594151_ES	32653906_ES, 32594151_ES
buen estado de salud general	SINTOMA	2	1.0	2	bueno estado de salud general			buen estado de salud general	buen estado de salud general	32267140_ES, 32250095_ES	32267140_ES, 32250095_ES	32267140_ES, 32250095_ES
bradicardia	SINTOMA	2	1.0	2	bradicardia	48867003	C0428977	bradicardia	bradicardia	32636116_ES, 32617223_ES	32636116_ES, 32617223_ES	32636116_ES, 32617223_ES
ausencia de reflejos osteotendinosos	SINTOMA	2	1.0	2	ausencia de reflejo osteotendinoso			ausencia de reflejos osteotendinosos	ausencia de reflejos osteotendinosos	32653906_ES, 32619798_ES	32653906_ES, 32619798_ES	32653906_ES, 32619798_ES
aumento significativo de proteína c-reactiva	SINTOMA	2	1.0	2	aumento significativo de proteína c-reactivo			aumento significativo de proteína C-reactiva	aumento significativo de proteina creactiva	32427161_ES, 32648092C_ES	32427161_ES, 32648092C_ES	32427161_ES, 32648092C_ES
aumento de la cifra de trombocitos	SINTOMA	2	1.0	2	aumento de el cifra de trombocito			aumento de la cifra de trombocitos	aumento de la cifra de trombocitos	32589931_ES, 32594429_ES	32589931_ES, 32594429_ES	32589931_ES, 32594429_ES
artromialgia	SINTOMA	2	1.0	2	artromialgia			artromialgia	artromialgia	32556106_ES, 32402687-B_ES	32556106_ES, 32402687-B_ES	32556106_ES, 32402687-B_ES
apirexia	SINTOMA	2	1.0	2	apirexia	86699002	C0277797	apirexia	apirexia	32615155_ES, 32584431_ES	32615155_ES, 32584431_ES	32615155_ES, 32584431_ES
angustia	SINTOMA	2	1.0	2	angustiar	48694002	C0003467	angustia	angustia	32605766_ES, 32593478_ES	32605766_ES, 32593478_ES	32605766_ES, 32593478_ES
alucinaciones	SINTOMA	2	1.0	2	alucinación	7011001	C0018524	alucinaciones	alucinaciones	32593478_ES, 32639089_ES	32593478_ES	32593478_ES, 32639089_ES
alerta	SINTOMA	2	1.0	2	alerta			alerta	alerta	32605766_ES, 32292867_ES	32605766_ES, 32292867_ES	32605766_ES, 32292867_ES
zonas violáceas en el dorso de varios dedos de ambos pies	SINTOMA	1	0.5	1	zona violáceo en el dorso de varios dedo de ambos pie			zonas violáceas en el dorso de varios dedos de ambos pies	zonas violaceas en el dorso de varios dedos de ambos pies	32585767_ES	32585767_ES	32585767_ES
vómito	SINTOMA	1	0.5	1	vómito	15387003, 1985008		vómito	vomito	32637437­_ES	32637437­_ES	32637437­_ES
visión borrosa	SINTOMA	1	0.5	1	visión borroso	246636008		visión borrosa	vision borrosa	32563170_ES	32563170_ES	32563170_ES
urticaria	SINTOMA	1	0.5	1	urticaria	64305001, 126485001	C0042109, C0042109, C0221232	urticaria	urticaria	32294264_ES	32294264_ES	32294264_ES
tristeza	SINTOMA	1	0.5	1	tristeza	66446005	C0344315, C3536794	tristeza	tristeza	32605766_ES	32605766_ES	32605766_ES
trismo	SINTOMA	1	0.5	1	trismo	235108006, 87866006	C0041105, C0041105	trismo	trismo	32631770_ES	32631770_ES	32631770_ES
tos vómica	SINTOMA	1	0.5	1	tos vómico			tos vómica	tos vomica	32623310_ES	32623310_ES	32623310_ES
tos seca persistente	SINTOMA	1	0.5	1	tos seco persistente	284523002	C0562483	tos seca persistente	tos seca persistente	32294264_ES	32294264_ES	32294264_ES
tos seca intermitente al llorar	SINTOMA	1	0.5	1	tos seco intermitente a+el llorar			tos seca intermitente al llorar	tos seca intermitente al llorar	32318729_ES	32318729_ES	32318729_ES
tos seca convulsiva	SINTOMA	1	0.5	1	tos seco convulsivo			tos seca convulsiva	tos seca convulsiva	32276139_B_ES	32276139_B_ES	32276139_B_ES
tos alérgica	SINTOMA	1	0.5	1	tos alérgico	300959008		tos alérgica	tos alergica	32277408_ES	32277408_ES	32277408_ES
tetraparesia	SINTOMA	1	0.5	1	tetraparesia	91327001	C0270790	tetraparesia	tetraparesia	32399694­­_ES	32399694­­_ES	32399694­­_ES
temblor intencional y postural	SINTOMA	1	0.5	1	temblor intencional y postural			temblor intencional y postural	temblor intencional y postural	32586752_ES	32586752_ES	32586752_ES
taquicárdico	SINTOMA	1	0.5	1	taquicárdico			taquicárdico	taquicardico	32423911_ES	32423911_ES	32423911_ES
súbito aplanamiento de la onda arterial y la frigidez	SINTOMA	1	0.5	1	súbito aplanamiento de el onda arterial y el frigidez			súbito aplanamiento de la onda arterial y la frigidez	subito aplanamiento de la onda arterial y la frigidez	32589931_ES	32589931_ES	32589931_ES
síntomas urinarios	SINTOMA	1	0.5	1	síntoma urinario	249274008		síntomas urinarios	sintomas urinarios	32587121_ES		32587121_ES
síntomas seudogripales	SINTOMA	1	0.5	1	síntoma seudogripal			síntomas seudogripales	sintomas seudogripales	32399694­­_ES	32399694­­_ES	32399694­­_ES
síntomas respiratorios progresivos	SINTOMA	1	0.5	1	síntoma respiratorio progresivo			síntomas respiratorios progresivos	sintomas respiratorios progresivos	32592761_ES	32592761_ES	32592761_ES
síntomas respiratorios de vías respiratorias	SINTOMA	1	0.5	1	síntoma respiratorio de vía respiratorio			síntomas respiratorios de vías respiratorias	sintomas respiratorios de vias respiratorias	32265235_ES	32265235_ES	32265235_ES
síntomas pulmonares	SINTOMA	1	0.5	1	síntoma pulmonar			síntomas pulmonares	sintomas pulmonares	32590204_ES		32590204_ES
síntomas neurológicos	SINTOMA	1	0.5	1	síntoma neurológico	308921004		síntomas neurológicos	sintomas neurologicos	32592761_ES		32592761_ES
síntomas gripales	SINTOMA	1	0.5	1	síntoma gripal	315642008		síntomas gripales	sintomas gripales	32425356_ES		32425356_ES
síntomas en las vías respiratorias altas	SINTOMA	1	0.5	1	síntoma en el vía respiratorio alto			síntomas en las vías respiratorias altas	sintomas en las vias respiratorias altas	32318729_ES	32318729_ES	32318729_ES
síntomas	SINTOMA	1	0.5	1	síntoma	19019007		síntomas	sintomas	32639089_ES	32639089_ES	32639089_ES
subcrepitantes pulmonares bibasales	SINTOMA	1	0.5	1	subcrepitantes pulmonar bibasal			subcrepitantes pulmonares bibasales	subcrepitantes pulmonares bibasales	32423738_ES	32423738_ES	32423738_ES
sombras parcheadas en los lóbulos inferior y superior del pulmón	SINTOMA	1	0.5	1	sombra parchear en el lóbulo inferior y superior de+el pulmón			sombras parcheadas en los lóbulos inferior y superior del pulmón	sombras parcheadas en los lobulos inferior y superior del pulmon	32161941_ES	32161941_ES	32161941_ES
sintomatología gastrointestinal	SINTOMA	1	0.5	1	sintomatología gastrointestinal			sintomatología gastrointestinal	sintomatologia gastrointestinal	32631646_ES	32631646_ES	32631646_ES
sincope	SINTOMA	1	0.5	1	sincopar			sincope	sincope	32612465A_ES	32612465A_ES	32612465A_ES
signos pulmonares eran normales	SINTOMA	1	0.5	1	signo pulmonar ser normal			signos pulmonares eran normales	signos pulmonares eran normales	32292053_ES	32292053_ES	32292053_ES
signos pulmonares	SINTOMA	1	0.5	1	signo pulmonar			signos pulmonares	signos pulmonares	32292053_ES	32292053_ES	32292053_ES
signos piramidales y nivel sensorial T10	SINTOMA	1	0.5	1	signo piramidal y nivel sensorial T10			signos piramidales y nivel sensorial T10	signos piramidales y nivel sensorial T10	32601756_ES	32601756_ES	32601756_ES
signo de kernig	SINTOMA	1	0.5	1	signo de kernig	39051003	C0234178	signo de Kernig	signo de kernig	32283294_ES	32283294_ES	32283294_ES
signo de chaddock	SINTOMA	1	0.5	1	signo de chaddock	413813004	C1531651	signo de Chaddock	signo de chaddock	32293714_ES	32293714_ES	
signo de brudzinski	SINTOMA	1	0.5	1	signo de brudzinski	82345001	C0234179	signo de Brudzinski	signo de brudzinski	32283294_ES	32283294_ES	32283294_ES
signo de babinski y signo de chaddock	SINTOMA	1	0.5	1	signo de babinski y signo de chaddock			signo de Babinski y signo de Chaddock	signo de babinski y signo de chaddock	32293714_ES	32293714_ES	32293714_ES
signo de babinski normal	SINTOMA	1	0.5	1	signo de babinski normal	63833001	C0034935	signo de Babinski normal	signo de babinski normal	32653906_ES	32653906_ES	32653906_ES
sibilancias en ambos pulmones y edema periférico	SINTOMA	1	0.5	1	sibilancia en ambos pulmón y edema periférico			sibilancias en ambos pulmones y edema periférico	sibilancias en ambos pulmones y edema periferico	32282871_B_ES	32282871_B_ES	32282871_B_ES
sibilancias difusas	SINTOMA	1	0.5	1	sibilancia difuso			sibilancias difusas	sibilancias difusas	32637437­_ES	32637437­_ES	32637437­_ES
sibilancia	SINTOMA	1	0.5	1	sibilancia	56018004	C0043144, C0392681	sibilancia	sibilancia	32641443_ES	32641443_ES	32641443_ES
serología de sars-cov-2 fue positiva	SINTOMA	1	0.5	1	serología de sars-cov-2 ser positivo			serología de SARS-CoV-2 fue positiva	serologia de sarscov2 fue positiva	32653960_ES	32653960_ES	32653960_ES
sentirse confuso	SINTOMA	1	0.5	1	sentir+se confuso			sentirse confuso	sentirse confuso	32593478_ES	32593478_ES	32593478_ES
sensación de calor	SINTOMA	1	0.5	1	sensación de calor	37942002		sensación de calor	sensacion de calor	32399449_ES	32399449_ES	32399449_ES
secreción purulenta exprimible del conducto parotídeo	SINTOMA	1	0.5	1	secreción purulento exprimible de+el conducto parotídeo			secreción purulenta exprimible del conducto parotídeo	secrecion purulenta exprimible del conducto parotideo	32631770_ES		32631770_ES
saturación de oxígeno normal en aire ambiental	SINTOMA	1	0.5	1	saturación de oxígeno normal en aire ambiental			saturación de oxígeno normal en aire ambiental	saturacion de oxigeno normal en aire ambiental	32317275_ES	32317275_ES	32317275_ES
saturación de oxígeno en aire ambiental	SINTOMA	1	0.5	1	saturación de oxígeno en aire ambiental			saturación de oxígeno en aire ambiental	saturacion de oxigeno en aire ambiental	32637086A_ES	32637086A_ES	32637086A_ES
saturación de oxígeno del 91% en aire ambiental	SINTOMA	1	0.5	1	saturación de oxígeno de+el 91% en aire ambiental			saturación de oxígeno del 91% en aire ambiental	saturacion de oxigeno del 91 en aire ambiental	32247016_ES	32247016_ES	32247016_ES
ruidos respiratorios normales	SINTOMA	1	0.5	1	ruido respiratorio normal	48348007	C0231855	ruidos respiratorios normales	ruidos respiratorios normales	32640066_ES	32640066_ES	32640066_ES
ruidos respiratorios eran normales	SINTOMA	1	0.5	1	ruido respiratorio ser normal	48348007	C0231855	ruidos respiratorios eran normales	ruidos respiratorios eran normales	32265235_ES	32265235_ES	32265235_ES
ruidos respiratorios en todo el hemitórax	SINTOMA	1	0.5	1	ruido respiratorio en todo el hemitórax			ruidos respiratorios en todo el hemitórax	ruidos respiratorios en todo el hemitorax	32423911_ES	32423911_ES	32423911_ES
ruidos respiratorios bilaterales normales	SINTOMA	1	0.5	1	ruido respiratorio bilateral normal	48348007	C0231855	ruidos respiratorios bilaterales normales	ruidos respiratorios bilaterales normales	32292904_ES	32292904_ES	32292904_ES
ruidos respiratorios bilaterales	SINTOMA	1	0.5	1	ruido respiratorio bilateral			ruidos respiratorios bilaterales	ruidos respiratorios bilaterales	32032497_ES	32032497_ES	32032497_ES
rubor	SINTOMA	1	0.5	1	rubor	20255002, 238810007, 79642002	C0005874, C0016382, C0332575	rubor	rubor	32631646_ES	32631646_ES	32631646_ES
roncus en la base de los pulmones	SINTOMA	1	0.5	1	roncus en el base de el pulmón			roncus en la base de los pulmones	roncus en la base de los pulmones	32267502_ES	32267502_ES	32267502_ES
roncus en el campo pulmonar inferior	SINTOMA	1	0.5	1	roncus en el campo pulmonar inferior			roncus en el campo pulmonar inferior	roncus en el campo pulmonar inferior	32119083_ES	32119083_ES	32119083_ES
ronchas	SINTOMA	1	0.5	1	roncha			ronchas	ronchas	32428291_ES	32428291_ES	32428291_ES
ritmo sinusal normal	SINTOMA	1	0.5	1	ritmo sinusal normal	64730000	C0232202	ritmo sinusal normal	ritmo sinusal normal	32360439-D_ES	32360439-D_ES	32360439-D_ES
ritmo sinusal a 160l.p.m	SINTOMA	1	0.5	1	ritmo sinusal a 160 l . p . m			ritmo sinusal a 160l.p.m	ritmo sinusal a 160lpm	32423738_ES	32423738_ES	32423738_ES
rinorrea clara y mucosas secas	SINTOMA	1	0.5	1	rinorrea claro y mucoso seca			rinorrea clara y mucosas secas	rinorrea clara y mucosas secas	32606105_ES	32606105_ES	32606105_ES
rigidez nucal tres dedos por debajo de la mandíbula	SINTOMA	1	0.5	1	rigidez nucal 3 dedo por debajo de el mandíbula			rigidez nucal tres dedos por debajo de la mandíbula	rigidez nucal tres dedos por debajo de la mandibula	32293714_ES	32293714_ES	32293714_ES
rigidez nucal	SINTOMA	1	0.5	1	rigidez nucal			rigidez nucal	rigidez nucal	32639461_ES	32639461_ES	32639461_ES
rigidez de nuca moderada	SINTOMA	1	0.5	1	rigidez de nuca moderar			rigidez de nuca moderada	rigidez de nuca moderada	32418288_ES	32418288_ES	32418288_ES
rigidez de la nuca	SINTOMA	1	0.5	1	rigidez de el nuca	405947006, 4697007	C0151315, C1320474, C1320474	rigidez de la nuca	rigidez de la nuca	32283294_ES	32283294_ES	32283294_ES
rigidez bilateral persistente de las extremidades inferiores	SINTOMA	1	0.5	1	rigidez bilateral persistente de el extremidad inferior			rigidez bilateral persistente de las extremidades inferiores	rigidez bilateral persistente de las extremidades inferiores	32617903A_ES	32617903A_ES	32617903A_ES
retracción intercostal	SINTOMA	1	0.5	1	retracción intercostal			retracción intercostal	retraccion intercostal	32363217_ES	32363217_ES	32363217_ES
respirar en aire ambiental	SINTOMA	1	0.5	1	respirar en aire ambiental			respirar en aire ambiental	respirar en aire ambiental	32427774-B_ES	32427774-B_ES	32427774-B_ES
respiración agónica	SINTOMA	1	0.5	1	respiración agónico	430546009		respiración agónica	respiracion agonica	32607304_Es	32607304_Es	32607304_Es
reducción de la lactancia	SINTOMA	1	0.5	1	reducción de el lactancia			reducción de la lactancia	reduccion de la lactancia	32320556_ES	32320556_ES	32320556_ES
reducción de la ingesta oral	SINTOMA	1	0.5	1	reducción de el ingesta oral			reducción de la ingesta oral	reduccion de la ingesta oral	32360439-B_ES	32360439-B_ES	32360439-B_ES
rechazo de la lactancia	SINTOMA	1	0.5	1	rechazo de el lactancia			rechazo de la lactancia	rechazo de la lactancia	32265235_ES	32265235_ES	32265235_ES
realce anómalo bilateral de los nervios facial y abducente	SINTOMA	1	0.5	1	realce anómalo bilateral de el nervio facial y abducente			realce anómalo bilateral de los nervios facial y abducente	realce anomalo bilateral de los nervios facial y abducente	32586958_ES	32586958_ES	32586958_ES
reacciones adversas	SINTOMA	1	0.5	1	reacción adverso	281647001	C0559546	reacciones adversas	reacciones adversas	32554811_ES		32554811_ES
pérdida total del olfato y el gusto	SINTOMA	1	0.5	1	pérdida total de+el olfato y el gusto			pérdida total del olfato y el gusto	perdida total del olfato y el gusto	32605712_ES	32605712_ES	32605712_ES
pérdida sensorial	SINTOMA	1	0.5	1	pérdida sensorial			pérdida sensorial	perdida sensorial	32653906_ES		32653906_ES
pérdida repentina de sensibilidad	SINTOMA	1	0.5	1	pérdida repentino de sensibilidad			pérdida repentina de sensibilidad	perdida repentina de sensibilidad	32353183_ES	32353183_ES	32353183_ES
pérdida de pulso ni otros resultados sensoriales en las extremidades inferiores	SINTOMA	1	0.5	1	pérdida de pulso ni otro resultado sensorial en el extremidad inferior			pérdida de pulso ni otros resultados sensoriales en las extremidades inferiores	perdida de pulso ni otros resultados sensoriales en las extremidades inferiores	32617903A_ES		32617903A_ES
pérdida de ondas F	SINTOMA	1	0.5	1	pérdida de onda F			pérdida de ondas F	perdida de ondas F	32399694­­_ES	32399694­­_ES	32399694­­_ES
pérdida de fuerza muscular	SINTOMA	1	0.5	1	pérdida de fuerza muscular			pérdida de fuerza muscular	perdida de fuerza muscular	32648092B_ES	32648092B_ES	32648092B_ES
pérdida de conciencia	SINTOMA	1	0.5	1	pérdida de conciencia	419045004		pérdida de conciencia	perdida de conciencia	32417987_ES	32417987_ES	32417987_ES
puñopercusión renal levemente dolorosa y ruidos intestinales	SINTOMA	1	0.5	1	puñopercusión renal levemente doloroso y ruido intestinal			puñopercusión renal levemente dolorosa y ruidos intestinales	punopercusion renal levemente dolorosa y ruidos intestinales	32292867_ES	32292867_ES	32292867_ES
puntos púrpura	SINTOMA	1	0.5	1	punto púrpura			puntos púrpura	puntos purpura	32636116_ES	32636116_ES	32636116_ES
