id	title	group	label
sobreinfeccion	sobreinfeccion	ENFERMEDAD	sobreinfeccion
crepitantes en ambos pulmones	crepitantes en ambos pulmones	SINTOMA	crepitantes en ambos pulmones
adrenalina	adrenalina	FARMACO	adrenalina
25 de febrero	25 de febrero	FECHAS	25 de febrero
urticaria (enfermedad)	urticaria	ENFERMEDAD	urticaria
claritromicina	claritromicina	FARMACO	claritromicina
exfumador	exfumador	ENFERMEDAD	exfumador
BNP (proteinas)	BNP	PROTEINAS	BNP
cociente ttpa	cociente ttpa	ENTIDAD-OBSERVABLE	cociente ttpa
rivaroxaban	rivaroxaban	FARMACO	rivaroxaban
taquicardia fetal	taquicardia fetal	ENFERMEDAD	taquicardia fetal
nefropatia cronica	nefropatia cronica	ENFERMEDAD	nefropatia cronica
13 de febrero	13 de febrero	FECHAS	13 de febrero
consolidacion multifocal en ambos campos pulmonares	consolidacion multifocal en ambos campos pulmonares	ENFERMEDAD	consolidacion multifocal en ambos campos pulmonares
proteinuria	proteinuria	SINTOMA	proteinuria
embolia pulmonar aguda	embolia pulmonar aguda	ENFERMEDAD	embolia pulmonar aguda
leucocitosis (enfermedad)	leucocitosis	ENFERMEDAD	leucocitosis
elevacion concaviforme y difusa del ST	elevacion concaviforme y difusa del ST	SINTOMA	elevacion concaviforme y difusa del ST
radioterapia	radioterapia	PROCEDIMIENTO	radioterapia
ampa12	ampa12	PROTEINAS	ampa12
actividad renal	actividad renal	ENTIDAD-OBSERVABLE	actividad renal
urticaria secundaria de origen indeterminado	urticaria secundaria de origen indeterminado	ENFERMEDAD	urticaria secundaria de origen indeterminado
enfermedad pulmonar intersticial	enfermedad pulmonar intersticial	ENFERMEDAD	enfermedad pulmonar intersticial
6 meses	6 meses	EDAD-SUJETO-ASISTENCIA	6 meses
mepolizumab	mepolizumab	FARMACO	mepolizumab
abril	abril	FECHAS	abril
edema pulmonar (sintoma)	edema pulmonar	SINTOMA	edema pulmonar
fallecio (sintoma)	fallecio	SINTOMA	fallecio
antibioticos y antifungicos	antibioticos y antifungicos	PROCEDIMIENTO	antibioticos y antifungicos
tratamiento con inhalador de ciclesonida	tratamiento con inhalador de ciclesonida	PROCEDIMIENTO	tratamiento con inhalador de ciclesonida
arteriopatia coronaria obstructiva	arteriopatia coronaria obstructiva	ENFERMEDAD	arteriopatia coronaria obstructiva
glucano serico	glucano serico	ENTIDAD-OBSERVABLE	glucano serico
hipertension sistemica	hipertension sistemica	ENFERMEDAD	hipertension sistemica
hidroclorotiazida	hidroclorotiazida	FARMACO	hidroclorotiazida
ALT (entidad-observable)	ALT	ENTIDAD-OBSERVABLE	ALT
hiporexia	hiporexia	SINTOMA	hiporexia
exploracion neurologica	exploracion neurologica	PROCEDIMIENTO	exploracion neurologica
27 anos	27 anos	EDAD-SUJETO-ASISTENCIA	27 anos
analisis serologico de aspergillus y antigenemia	analisis serologico de aspergillus y antigenemia	PROCEDIMIENTO	analisis serologico de aspergillus y antigenemia
RMN cardiaca	RMN cardiaca	PROCEDIMIENTO	RMN cardiaca
21 de enero de 2020	21 de enero de 2020	FECHAS	21 de enero de 2020
hemorragia alveolar difusa	hemorragia alveolar difusa	ENFERMEDAD	hemorragia alveolar difusa
deshidratacion moderada	deshidratacion moderada	ENFERMEDAD	deshidratacion moderada
SGB asociado a covid19	SGB asociado a covid19	ENFERMEDAD	SGB asociado a covid19
anticoagulante (procedimiento)	anticoagulante	PROCEDIMIENTO	anticoagulante
hiperfibrinogenemia	hiperfibrinogenemia	ENFERMEDAD	hiperfibrinogenemia
carbono	carbono	FARMACO	carbono
19 anos	19 anos	EDAD-SUJETO-ASISTENCIA	19 anos
metformina	metformina	FARMACO	metformina
CDC	CDC	PROTEINAS	CDC
extubacion paliativa	extubacion paliativa	PROCEDIMIENTO	extubacion paliativa
frotis nasal	frotis nasal	PROCEDIMIENTO	frotis nasal
bradicardia (sintoma)	bradicardia	SINTOMA	bradicardia
mycoplasma pneumoniae	mycoplasma pneumoniae	SPECIES	mycoplasma pneumoniae
arritmias	arritmias	ENFERMEDAD	arritmias
profilaxis antitrombotica	profilaxis antitrombotica	PROCEDIMIENTO	profilaxis antitrombotica
ecocardiografia a pie de cama	ecocardiografia a pie de cama	PROCEDIMIENTO	ecocardiografia a pie de cama
antibiotico	antibiotico	PROCEDIMIENTO	antibiotico
anestesia	anestesia	PROCEDIMIENTO	anestesia
tratamiento diuretico	tratamiento diuretico	PROCEDIMIENTO	tratamiento diuretico
neumonia bilateral	neumonia bilateral	ENFERMEDAD	neumonia bilateral
lesion isquemica	lesion isquemica	ENFERMEDAD	lesion isquemica
cardioembolica	cardioembolica	ENFERMEDAD	cardioembolica
neumonia intersticial bilateral	neumonia intersticial bilateral	ENFERMEDAD	neumonia intersticial bilateral
orientado	orientado	SINTOMA	orientado
malestar general	malestar general	SINTOMA	malestar general
dolor a la palpacion	dolor a la palpacion	SINTOMA	dolor a la palpacion
antihipertensivos (procedimiento)	antihipertensivos	PROCEDIMIENTO	antihipertensivos
ausencia de reflejos osteotendinosos	ausencia de reflejos osteotendinosos	SINTOMA	ausencia de reflejos osteotendinosos
aspartatoaminotransferasa (entidad-observable)	aspartatoaminotransferasa	ENTIDAD-OBSERVABLE	aspartatoaminotransferasa
marcadores sericos	marcadores sericos	ENTIDAD-OBSERVABLE	marcadores sericos
aspirado nasofaringeo	aspirado nasofaringeo	PROCEDIMIENTO	aspirado nasofaringeo
presion parcial de oxigeno	presion parcial de oxigeno	ENTIDAD-OBSERVABLE	presion parcial de oxigeno
72 anos	72 anos	EDAD-SUJETO-ASISTENCIA	72 anos
RMN craneal con contraste	RMN craneal con contraste	PROCEDIMIENTO	RMN craneal con contraste
fetales de parto	fetales de parto	ENFERMEDAD	fetales de parto
febrero	febrero	FECHAS	febrero
infarto agudo	infarto agudo	ENFERMEDAD	infarto agudo
disfuncion esfinteriana	disfuncion esfinteriana	ENFERMEDAD	disfuncion esfinteriana
linfoma linfoblastico B	linfoma linfoblastico B	ENFERMEDAD	linfoma linfoblastico B
bypass gastrico (enfermedad)	bypass gastrico	ENFERMEDAD	bypass gastrico
aumento de la cifra de trombocitos	aumento de la cifra de trombocitos	SINTOMA	aumento de la cifra de trombocitos
telemetria	telemetria	PROCEDIMIENTO	telemetria
exploracion cardiaca	exploracion cardiaca	PROCEDIMIENTO	exploracion cardiaca
opacidades de vidrio esmerilado en ambos pulmones	opacidades de vidrio esmerilado en ambos pulmones	ENFERMEDAD	opacidades de vidrio esmerilado en ambos pulmones
alteracion grave de las cavidades cardiacas	alteracion grave de las cavidades cardiacas	SINTOMA	alteracion grave de las cavidades cardiacas
antiviricos y corticosteroides	antiviricos y corticosteroides	PROCEDIMIENTO	antiviricos y corticosteroides
mareo	mareo	SINTOMA	mareo
indice de masa corporal	indice de masa corporal	ENTIDAD-OBSERVABLE	indice de masa corporal
oliguria	oliguria	SINTOMA	oliguria
28 de febrero	28 de febrero	FECHAS	28 de febrero
lactato	lactato	FARMACO	lactato
diabetes mellitus de tipo II	diabetes mellitus de tipo II	ENFERMEDAD	diabetes mellitus de tipo II
cov2	cov2	FARMACO	cov2
gasometria arterial (entidad-observable)	gasometria arterial	ENTIDAD-OBSERVABLE	gasometria arterial
creatinacinasa (entidad-observable)	creatinacinasa	ENTIDAD-OBSERVABLE	creatinacinasa
marzo de 2020	marzo de 2020	FECHAS	marzo de 2020
cardiopatia isquemica	cardiopatia isquemica	ENFERMEDAD	cardiopatia isquemica
proteina creactiva (entidad-observable)	proteina creactiva	ENTIDAD-OBSERVABLE	proteina creactiva
protrombina	protrombina	PROTEINAS	protrombina
sdra	sdra	ENFERMEDAD	sdra
disfuncion del ventriculo	disfuncion del ventriculo	ENFERMEDAD	disfuncion del ventriculo
virus de la hepatitis A	virus de la hepatitis A	SPECIES	virus de la hepatitis A
bronquiectasia cistica	bronquiectasia cistica	ENFERMEDAD	bronquiectasia cistica
administracion de esteroides	administracion de esteroides	PROCEDIMIENTO	administracion de esteroides
alteraciones isquemicas en la region irrigada por la arteria cerebral	alteraciones isquemicas en la region irrigada por la arteria cerebral	ENFERMEDAD	alteraciones isquemicas en la region irrigada por la arteria cerebral
miopericarditis aguda	miopericarditis aguda	ENFERMEDAD	miopericarditis aguda
EDA	EDA	PROCEDIMIENTO	EDA
TSH (proteinas)	TSH	PROTEINAS	TSH
derrame pleural	derrame pleural	ENFERMEDAD	derrame pleural
troponina (entidad-observable)	troponina	ENTIDAD-OBSERVABLE	troponina
spo2	spo2	ENTIDAD-OBSERVABLE	spo2
darunavir	darunavir	FARMACO	darunavir
analisis de orina	analisis de orina	PROCEDIMIENTO	analisis de orina
hemocultivo	hemocultivo	PROCEDIMIENTO	hemocultivo
TAC	TAC	PROCEDIMIENTO	TAC
ensayo inmunocromatografico	ensayo inmunocromatografico	PROCEDIMIENTO	ensayo inmunocromatografico
malestar agudo	malestar agudo	SINTOMA	malestar agudo
crepitantes debiles	crepitantes debiles	SINTOMA	crepitantes debiles
anticuerpos anticitoplasmicos de neutrofilos (proteinas)	anticuerpos anticitoplasmicos de neutrofilos	PROTEINAS	anticuerpos anticitoplasmicos de neutrofilos
alzheimer	alzheimer	ENFERMEDAD	alzheimer
P jirovecii	P jirovecii	SPECIES	P jirovecii
C koseri	C koseri	SPECIES	C koseri
insulina glargina (proteinas)	insulina glargina	PROTEINAS	insulina glargina
hemograma	hemograma	PROCEDIMIENTO	hemograma
70 anos	70 anos	EDAD-SUJETO-ASISTENCIA	70 anos
glucorraquia	glucorraquia	FARMACO	glucorraquia
neumonia en la zona inferior del pulmon	neumonia en la zona inferior del pulmon	ENFERMEDAD	neumonia en la zona inferior del pulmon
anemia aplasica grave	anemia aplasica grave	ENFERMEDAD	anemia aplasica grave
acido clavulanico	acido clavulanico	FARMACO	acido clavulanico
quimioterapia	quimioterapia	PROCEDIMIENTO	quimioterapia
caida de la saturacion de oxigeno	caida de la saturacion de oxigeno	SINTOMA	caida de la saturacion de oxigeno
expectoracion	expectoracion	SINTOMA	expectoracion
normalizacion de la proteina creactiva	normalizacion de la proteina creactiva	SINTOMA	normalizacion de la proteina creactiva
shanghai	shanghai	TERRITORIO	shanghai
13 de mayo de 2020	13 de mayo de 2020	FECHAS	13 de mayo de 2020
corticoesteroides (farmaco)	corticoesteroides	FARMACO	corticoesteroides
duplicidad renal	duplicidad renal	ENFERMEDAD	duplicidad renal
ntprobnp	ntprobnp	ENTIDAD-OBSERVABLE	ntprobnp
exploracion	exploracion	PROCEDIMIENTO	exploracion
cribaje genetico	cribaje genetico	PROCEDIMIENTO	cribaje genetico
enero de 2020	enero de 2020	FECHAS	enero de 2020
esplenomegalia a la palpacion	esplenomegalia a la palpacion	SINTOMA	esplenomegalia a la palpacion
bronquiolitis adenovirica	bronquiolitis adenovirica	ENFERMEDAD	bronquiolitis adenovirica
sarscov2 (enfermedad)	sarscov2	ENFERMEDAD	sarscov2
apgar	apgar	ENTIDAD-OBSERVABLE	apgar
San francisco	San francisco	TERRITORIO	San francisco
aumento del dimero D a 6120 ugl	aumento del dimero D a 6120 ugl	SINTOMA	aumento del dimero D a 6120 ugl
troponina I (proteinas)	troponina I	PROTEINAS	troponina I
heparina	heparina	FARMACO	heparina
analisis del LCR	analisis del LCR	PROCEDIMIENTO	analisis del LCR
derrame pleural en el torax	derrame pleural en el torax	ENFERMEDAD	derrame pleural en el torax
VSG	VSG	ENTIDAD-OBSERVABLE	VSG
estados unidos	estados unidos	PAIS	estados unidos
alteracion de las funciones ejecutivas	alteracion de las funciones ejecutivas	SINTOMA	alteracion de las funciones ejecutivas
estridor	estridor	SINTOMA	estridor
aumento de leucocitosis	aumento de leucocitosis	SINTOMA	aumento de leucocitosis
hemoglobina (entidad-observable)	hemoglobina	ENTIDAD-OBSERVABLE	hemoglobina
milrinona	milrinona	FARMACO	milrinona
fumadora	fumadora	ENFERMEDAD	fumadora
acetaminofeno	acetaminofeno	FARMACO	acetaminofeno
50 anos	50 anos	EDAD-SUJETO-ASISTENCIA	50 anos
exploracion toracica	exploracion toracica	PROCEDIMIENTO	exploracion toracica
hipoxemia (sintoma)	hipoxemia	SINTOMA	hipoxemia
feto intrauterino	feto intrauterino	ENFERMEDAD	feto intrauterino
coma arreactivo	coma arreactivo	ENFERMEDAD	coma arreactivo
crisis caracterizada por movimientos clonicos en el brazo	crisis caracterizada por movimientos clonicos en el brazo	ENFERMEDAD	crisis caracterizada por movimientos clonicos en el brazo
interferon beta 1a (farmaco)	interferon beta 1a	FARMACO	interferon beta 1a
peroxidasa tiroidea	peroxidasa tiroidea	ENTIDAD-OBSERVABLE	peroxidasa tiroidea
complemento	complemento	PROTEINAS	complemento
rtpcr de frotis nasofaringeo	rtpcr de frotis nasofaringeo	PROCEDIMIENTO	rtpcr de frotis nasofaringeo
maleato de clorfenamina	maleato de clorfenamina	FARMACO	maleato de clorfenamina
exantema generalizado morbiliforme en el tronco y las extremidades	exantema generalizado morbiliforme en el tronco y las extremidades	SINTOMA	exantema generalizado morbiliforme en el tronco y las extremidades
frotis orofaringeo	frotis orofaringeo	PROCEDIMIENTO	frotis orofaringeo
14 de febrero	14 de febrero	FECHAS	14 de febrero
cotrimoxazol	cotrimoxazol	FARMACO	cotrimoxazol
quetiapina	quetiapina	FARMACO	quetiapina
anticoagulante por via oral	anticoagulante por via oral	PROCEDIMIENTO	anticoagulante por via oral
neumonia grave por covid19	neumonia grave por covid19	ENFERMEDAD	neumonia grave por covid19
sodio	sodio	FARMACO	sodio
anomalias de las extremidades superiores (sintoma)	anomalias de las extremidades superiores	SINTOMA	anomalias de las extremidades superiores
interferon gamma (proteinas)	interferon gamma	PROTEINAS	interferon gamma
anfotericina	anfotericina	FARMACO	anfotericina
abombamiento apical	abombamiento apical	SINTOMA	abombamiento apical
aumento de leucocitos a 10800l con 9400 neutrofilosl	aumento de leucocitos a 10800l con 9400 neutrofilosl	SINTOMA	aumento de leucocitos a 10800l con 9400 neutrofilosl
exantema	exantema	SINTOMA	exantema
albumina (proteinas)	albumina	PROTEINAS	albumina
anomalias microvasculares	anomalias microvasculares	ENFERMEDAD	anomalias microvasculares
antidescarboxilasa65 del acido glutamico	antidescarboxilasa65 del acido glutamico	PROTEINAS	antidescarboxilasa65 del acido glutamico
interferon 1b (farmaco)	interferon 1b	FARMACO	interferon 1b
administracion de noradrenalina	administracion de noradrenalina	PROCEDIMIENTO	administracion de noradrenalina
aine loxoprofeno	aine loxoprofeno	FARMACO	aine loxoprofeno
receptor	receptor	PROTEINAS	receptor
30 de marzo	30 de marzo	FECHAS	30 de marzo
fisioterapia	fisioterapia	PROCEDIMIENTO	fisioterapia
cobicistat	cobicistat	FARMACO	cobicistat
procalcitonina (entidad-observable)	procalcitonina	ENTIDAD-OBSERVABLE	procalcitonina
prednisolona	prednisolona	FARMACO	prednisolona
ceftriaxona	ceftriaxona	FARMACO	ceftriaxona
cultivos de esputo	cultivos de esputo	PROCEDIMIENTO	cultivos de esputo
apirexia	apirexia	SINTOMA	apirexia
fibrilacion auricular	fibrilacion auricular	ENFERMEDAD	fibrilacion auricular
angina vasoespastica	angina vasoespastica	ENFERMEDAD	angina vasoespastica
insuficiencia cardiaca	insuficiencia cardiaca	ENFERMEDAD	insuficiencia cardiaca
cultivos de orina y esputo	cultivos de orina y esputo	PROCEDIMIENTO	cultivos de orina y esputo
francia	francia	PAIS	francia
drenaje toracico	drenaje toracico	PROCEDIMIENTO	drenaje toracico
covid19 grave	covid19 grave	ENFERMEDAD	covid19 grave
desaturacion subita	desaturacion subita	ENFERMEDAD	desaturacion subita
difenhidramina	difenhidramina	FARMACO	difenhidramina
Hb (proteinas)	Hb	PROTEINAS	Hb
gasometria arterial (procedimiento)	gasometria arterial	PROCEDIMIENTO	gasometria arterial
aguda	aguda	ENFERMEDAD	aguda
embolias pulmonares segmentarias	embolias pulmonares segmentarias	ENFERMEDAD	embolias pulmonares segmentarias
antineutrofilicos sericos	antineutrofilicos sericos	ENTIDAD-OBSERVABLE	antineutrofilicos sericos
pruebas serologicas de hepatitis virica	pruebas serologicas de hepatitis virica	PROCEDIMIENTO	pruebas serologicas de hepatitis virica
infarto pulmonar triangular periferico	infarto pulmonar triangular periferico	ENFERMEDAD	infarto pulmonar triangular periferico
dolor en la region abdominal inferior	dolor en la region abdominal inferior	SINTOMA	dolor en la region abdominal inferior
arreflexia generalizada	arreflexia generalizada	SINTOMA	arreflexia generalizada
TAC craneomaxilofacial	TAC craneomaxilofacial	PROCEDIMIENTO	TAC craneomaxilofacial
abidol	abidol	FARMACO	abidol
ansiedad (enfermedad)	ansiedad	ENFERMEDAD	ansiedad
cefotaxima	cefotaxima	FARMACO	cefotaxima
exantema cutaneo	exantema cutaneo	SINTOMA	exantema cutaneo
alemania (proteinas)	alemania	PROTEINAS	alemania
VIH	VIH	SPECIES	VIH
analisis de sangre	analisis de sangre	PROCEDIMIENTO	analisis de sangre
insuficiencia respiratoria hipoxemica aguda	insuficiencia respiratoria hipoxemica aguda	ENFERMEDAD	insuficiencia respiratoria hipoxemica aguda
adenovirus	adenovirus	SPECIES	adenovirus
potasio	potasio	FARMACO	potasio
oxitocina	oxitocina	FARMACO	oxitocina
colecistectomia	colecistectomia	PROCEDIMIENTO	colecistectomia
16 de marzo	16 de marzo	FECHAS	16 de marzo
asma	asma	ENFERMEDAD	asma
24 de marzo de 2020	24 de marzo de 2020	FECHAS	24 de marzo de 2020
insuficiencia renal aguda	insuficiencia renal aguda	ENFERMEDAD	insuficiencia renal aguda
deterioro de la funcion renal	deterioro de la funcion renal	SINTOMA	deterioro de la funcion renal
aislamiento respiratorio	aislamiento respiratorio	PROCEDIMIENTO	aislamiento respiratorio
GOT	GOT	PROTEINAS	GOT
congestion	congestion	SINTOMA	congestion
radiografia de torax	radiografia de torax	PROCEDIMIENTO	radiografia de torax
mujer	mujer	SEXO-SUJETO-ASISTENCIA	mujer
ANA (proteinas)	ANA	PROTEINAS	ANA
aptc de doble energia	aptc de doble energia	PROCEDIMIENTO	aptc de doble energia
saturacion de oxigeno arterial	saturacion de oxigeno arterial	ENTIDAD-OBSERVABLE	saturacion de oxigeno arterial
ganciclovir	ganciclovir	FARMACO	ganciclovir
oxigenoterapia con canula nasal	oxigenoterapia con canula nasal	PROCEDIMIENTO	oxigenoterapia con canula nasal
35 anos	35 anos	EDAD-SUJETO-ASISTENCIA	35 anos
84 anos	84 anos	EDAD-SUJETO-ASISTENCIA	84 anos
lesion miocardica	lesion miocardica	ENFERMEDAD	lesion miocardica
sarcoidosis	sarcoidosis	ENFERMEDAD	sarcoidosis
insuficiencia circulatoria	insuficiencia circulatoria	ENFERMEDAD	insuficiencia circulatoria
hemodiafiltracion venovenosa continua	hemodiafiltracion venovenosa continua	PROCEDIMIENTO	hemodiafiltracion venovenosa continua
artritis	artritis	ENFERMEDAD	artritis
4 de marzo	4 de marzo	FECHAS	4 de marzo
infeccion cronica	infeccion cronica	ENFERMEDAD	infeccion cronica
IL6 (proteinas)	IL6	PROTEINAS	IL6
anticuerpos antigangliosidos sericos	anticuerpos antigangliosidos sericos	ENTIDAD-OBSERVABLE	anticuerpos antigangliosidos sericos
2011	2011	FECHAS	2011
malestar toracico	malestar toracico	SINTOMA	malestar toracico
O2	O2	FARMACO	O2
Na	Na	FARMACO	Na
inmunoglobulina (farmaco)	inmunoglobulina	FARMACO	inmunoglobulina
dificultad respiratoria aguda	dificultad respiratoria aguda	SINTOMA	dificultad respiratoria aguda
anticoagulantes preventivos	anticoagulantes preventivos	PROCEDIMIENTO	anticoagulantes preventivos
administro hidratacion	administro hidratacion	PROCEDIMIENTO	administro hidratacion
aspiracion de canula orotraqueal	aspiracion de canula orotraqueal	PROCEDIMIENTO	aspiracion de canula orotraqueal
insuficiencia mitral	insuficiencia mitral	ENFERMEDAD	insuficiencia mitral
deficit de atencion (enfermedad)	deficit de atencion	ENFERMEDAD	deficit de atencion
disnea	disnea	SINTOMA	disnea
signo de babinski	signo de babinski	SINTOMA	signo de babinski
mioglobina	mioglobina	PROTEINAS	mioglobina
PCR (proteinas)	PCR	PROTEINAS	PCR
glucocorticoides	glucocorticoides	FARMACO	glucocorticoides
bolonia	bolonia	TERRITORIO	bolonia
alteraciones cutaneas	alteraciones cutaneas	SINTOMA	alteraciones cutaneas
crisis	crisis	ENFERMEDAD	crisis
trigliceridos	trigliceridos	FARMACO	trigliceridos
antiinflamatorios no esteroideos (procedimiento)	antiinflamatorios no esteroideos	PROCEDIMIENTO	antiinflamatorios no esteroideos
aborto	aborto	ENFERMEDAD	aborto
dilatacion del ventriculo	dilatacion del ventriculo	ENFERMEDAD	dilatacion del ventriculo
hioscina	hioscina	FARMACO	hioscina
radiografia toracica	radiografia toracica	PROCEDIMIENTO	radiografia toracica
neurologica	neurologica	PROCEDIMIENTO	neurologica
teicoplanina	teicoplanina	FARMACO	teicoplanina
rigidez	rigidez	SINTOMA	rigidez
dolor de garganta	dolor de garganta	SINTOMA	dolor de garganta
alteracion en la sensibilidad de los 4 miembros a nivel distal	alteracion en la sensibilidad de los 4 miembros a nivel distal	SINTOMA	alteracion en la sensibilidad de los 4 miembros a nivel distal
oxigenoterapia nasal	oxigenoterapia nasal	PROCEDIMIENTO	oxigenoterapia nasal
anticuerpos IgM e IgG	anticuerpos IgM e IgG	ENTIDAD-OBSERVABLE	anticuerpos IgM e IgG
mayo	mayo	FECHAS	mayo
analisis del liquido cefalorraquideo	analisis del liquido cefalorraquideo	PROCEDIMIENTO	analisis del liquido cefalorraquideo
analisis de ttpa	analisis de ttpa	PROCEDIMIENTO	analisis de ttpa
puncion lumbar	puncion lumbar	PROCEDIMIENTO	puncion lumbar
nino	nino	SEXO-SUJETO-ASISTENCIA	nino
deterioro cognitivo	deterioro cognitivo	SINTOMA	deterioro cognitivo
analisis completo autoinmunitario	analisis completo autoinmunitario	PROCEDIMIENTO	analisis completo autoinmunitario
18 anos	18 anos	EDAD-SUJETO-ASISTENCIA	18 anos
asma eosinofilica grave	asma eosinofilica grave	ENFERMEDAD	asma eosinofilica grave
exantema en las extremidades inferiores (sintoma)	exantema en las extremidades inferiores	SINTOMA	exantema en las extremidades inferiores
tocilizumab (proteinas)	tocilizumab	PROTEINAS	tocilizumab
levetiracetam	levetiracetam	FARMACO	levetiracetam
emtricitabine	emtricitabine	FARMACO	emtricitabine
virus de coxsackie B	virus de coxsackie B	SPECIES	virus de coxsackie B
A	A	SPECIES	A
dimero D (proteinas)	dimero D	PROTEINAS	dimero D
14 anos	14 anos	EDAD-SUJETO-ASISTENCIA	14 anos
aumento de creatinina	aumento de creatinina	SINTOMA	aumento de creatinina
anomalia intracraneal aguda	anomalia intracraneal aguda	ENFERMEDAD	anomalia intracraneal aguda
arritmia	arritmia	ENFERMEDAD	arritmia
trombofilia	trombofilia	ENFERMEDAD	trombofilia
desmielinizacion periferica	desmielinizacion periferica	ENFERMEDAD	desmielinizacion periferica
18 de febrero de 2020	18 de febrero de 2020	FECHAS	18 de febrero de 2020
anosmia (sintoma)	anosmia	SINTOMA	anosmia
prueba de covid19	prueba de covid19	PROCEDIMIENTO	prueba de covid19
antigeno A	antigeno A	PROTEINAS	antigeno A
ofloxacina	ofloxacina	FARMACO	ofloxacina
insuficiencia respiratoria hipoxemica	insuficiencia respiratoria hipoxemica	ENFERMEDAD	insuficiencia respiratoria hipoxemica
fio2	fio2	ENTIDAD-OBSERVABLE	fio2
polimerasa	polimerasa	PROTEINAS	polimerasa
prueba de sarscov2	prueba de sarscov2	PROCEDIMIENTO	prueba de sarscov2
inapetencia	inapetencia	SINTOMA	inapetencia
88 anos	88 anos	EDAD-SUJETO-ASISTENCIA	88 anos
deficiencias de memoria	deficiencias de memoria	SINTOMA	deficiencias de memoria
antihistaminicos	antihistaminicos	PROCEDIMIENTO	antihistaminicos
pruebas analiticas del LCR	pruebas analiticas del LCR	PROCEDIMIENTO	pruebas analiticas del LCR
CPK (proteinas)	CPK	PROTEINAS	CPK
neumonia por covid19	neumonia por covid19	ENFERMEDAD	neumonia por covid19
edema miocardico difuso	edema miocardico difuso	SINTOMA	edema miocardico difuso
debilidad en ambas piernas	debilidad en ambas piernas	SINTOMA	debilidad en ambas piernas
ritmo sinusal	ritmo sinusal	SINTOMA	ritmo sinusal
sindrome coronario agudo	sindrome coronario agudo	ENFERMEDAD	sindrome coronario agudo
neuropatia desmielinizante	neuropatia desmielinizante	ENFERMEDAD	neuropatia desmielinizante
estertores inspiratorios basales	estertores inspiratorios basales	SINTOMA	estertores inspiratorios basales
brotizolam	brotizolam	FARMACO	brotizolam
dolor epigastrico	dolor epigastrico	SINTOMA	dolor epigastrico
dolor en fosa lumbar	dolor en fosa lumbar	SINTOMA	dolor en fosa lumbar
auscultacion cardiopulmonar	auscultacion cardiopulmonar	PROCEDIMIENTO	auscultacion cardiopulmonar
hongos	hongos	SPECIES	hongos
TAC toracicas	TAC toracicas	PROCEDIMIENTO	TAC toracicas
FDA	FDA	FARMACO	FDA
debilidad distal en las extremidades superiores	debilidad distal en las extremidades superiores	SINTOMA	debilidad distal en las extremidades superiores
hiperleucocitosis	hiperleucocitosis	ENFERMEDAD	hiperleucocitosis
ecografia doppler	ecografia doppler	PROCEDIMIENTO	ecografia doppler
linfoadenopatia cervical	linfoadenopatia cervical	ENFERMEDAD	linfoadenopatia cervical
afecciones respiratorias	afecciones respiratorias	ENFERMEDAD	afecciones respiratorias
alerta fluctuante	alerta fluctuante	SINTOMA	alerta fluctuante
sangre edta	sangre edta	ENTIDAD-OBSERVABLE	sangre edta
fallecio (enfermedad)	fallecio	ENFERMEDAD	fallecio
anasarca	anasarca	SINTOMA	anasarca
hemodinamicamente inestable	hemodinamicamente inestable	SINTOMA	hemodinamicamente inestable
asma grave	asma grave	ENFERMEDAD	asma grave
M tuberculosis	M tuberculosis	SPECIES	M tuberculosis
francesas	francesas	PAIS	francesas
kaletra	kaletra	FARMACO	kaletra
inmunodeficiencias hereditarias	inmunodeficiencias hereditarias	ENFERMEDAD	inmunodeficiencias hereditarias
analisis bioquimico serico	analisis bioquimico serico	PROCEDIMIENTO	analisis bioquimico serico
broncoscopia	broncoscopia	PROCEDIMIENTO	broncoscopia
ventilacion protectora	ventilacion protectora	PROCEDIMIENTO	ventilacion protectora
evaluacion neurologica	evaluacion neurologica	PROCEDIMIENTO	evaluacion neurologica
nefropatia	nefropatia	ENFERMEDAD	nefropatia
hipertrofia biventricular	hipertrofia biventricular	ENFERMEDAD	hipertrofia biventricular
anticuerpos citoplasmaticos	anticuerpos citoplasmaticos	ENTIDAD-OBSERVABLE	anticuerpos citoplasmaticos
inflamacion general	inflamacion general	SINTOMA	inflamacion general
expectoracion hemoptoica	expectoracion hemoptoica	SINTOMA	expectoracion hemoptoica
temperatura	temperatura	ENTIDAD-OBSERVABLE	temperatura
anomalia en el tabique auricular	anomalia en el tabique auricular	ENFERMEDAD	anomalia en el tabique auricular
PCR para sarscov2 fue positiva	PCR para sarscov2 fue positiva	SINTOMA	PCR para sarscov2 fue positiva
proteina creactiva (proteinas)	proteina creactiva	PROTEINAS	proteina creactiva
25 de marzo de 2020	25 de marzo de 2020	FECHAS	25 de marzo de 2020
frotis nasofaringeo para sarscov2	frotis nasofaringeo para sarscov2	PROCEDIMIENTO	frotis nasofaringeo para sarscov2
administraron antibioticos y antipireticos	administraron antibioticos y antipireticos	PROCEDIMIENTO	administraron antibioticos y antipireticos
IgG de VCH	IgG de VCH	PROTEINAS	IgG de VCH
ablacion cardiaca triple	ablacion cardiaca triple	PROCEDIMIENTO	ablacion cardiaca triple
proteinas de la fase aguda	proteinas de la fase aguda	PROTEINAS	proteinas de la fase aguda
evaluacion oftalmologica	evaluacion oftalmologica	PROCEDIMIENTO	evaluacion oftalmologica
