span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename
sindrome hipereosinofilico idiopatico	ENFERMEDAD	1	0.5	2	síndrome hipereosinofílico idiopático			síndrome hipereosinofílico idiopático	síndrome hipereosinofílico idiopático	32622819B_ES
sindrome de sjogren	ENFERMEDAD	1	0.5	2	síndrome de sjögren			síndrome de Sjögren	síndrome de sjögren	32292867_ES
sindrome coronario agudo	ENFERMEDAD	2	1.0	2	síndrome coronario agudo			síndrome coronario agudo	síndrome coronario agudo	3229222_ES, 32363351_ES
recien nacido	ENFERMEDAD	2	1.0	2	recién nacer			recién nacido	recién nacido	32363336-B_ES, 32161941_ES
rabdomiolisis	ENFERMEDAD	1	0.5	2	rabdomiólisis			rabdomiólisis	rabdomiólisis	32635747_ES
psicosis	ENFERMEDAD	1	0.5	2	psicosis	69322001	C0033975	psicosis	psicosis	32605766_ES
paraplejia	ENFERMEDAD	2	1.0	2	paraplejia			paraplejia	paraplejia	32601756_ES, 32399950_ES
osteoporosis	ENFERMEDAD	2	1.0	2	osteoporosis	64859006	C0029456	osteoporosis	osteoporosis	32631645_ES, 32622819A_ES
opacidades pulmonares	ENFERMEDAD	2	1.0	2	opacidad pulmonar			opacidades pulmonares	opacidades pulmonares	32557532_ES, 32402687_ES
neumotorax bilateral	ENFERMEDAD	2	1.0	2	neumotórax bilateral			neumotórax bilateral	neumotórax bilateral	32612465B_ES, 32583150B_ES
neumonia por sarscov2	ENFERMEDAD	2	1.0	2	neumonía por sarscov2			neumonía por SARS-CoV-2	neumonía por sarscov2	32427161_ES, 32553608­B_ES
neumonia multifocal	ENFERMEDAD	2	1.0	2	neumonía multifocal			neumonía multifocal	neumonía multifocal	32617223_ES, 32282312_ES
neumonia intersticial grave	ENFERMEDAD	2	1.0	2	neumonía intersticial grave			neumonía intersticial grave	neumonía intersticial grave	32554621_ES, 32360384_ES
neumonia intersticial bilateral	ENFERMEDAD	2	1.0	2	neumonía intersticial bilateral			neumonía intersticial bilateral	neumonía intersticial bilateral	32401344_ES, 32418288_ES
neumonia intersticial	ENFERMEDAD	2	1.0	2	neumonía intersticial			neumonía intersticial	neumonía intersticial	32557532_ES, 32399451_ES
neumonia grave	ENFERMEDAD	2	1.0	2	neumonía grave			neumonía grave	neumonía grave	32277408_ES, 32292053_ES
neumonia bilateral grave	ENFERMEDAD	2	1.0	2	neumonía bilateral grave			neumonía bilateral grave	neumonía bilateral grave	32363217_ES, 32638347C_ES
nefropatia por IgA	ENFERMEDAD	2	1.0	2	nefropatía por iga			nefropatía por IgA	nefropatía por IgA	32222713_ES, 32198834_ES
muerte	ENFERMEDAD	2	1.0	2	muerte	419620001, 61626005, 399347008	C0011065, C1306577, C1306577	muerte	muerte	32620682_ES, 32245909_ES
miopericarditis	ENFERMEDAD	2	1.0	2	miopericarditis	723863003	C0854532	miopericarditis	miopericarditis	32635747_ES, 32363351_ES
miocardiopatia de takotsubo	ENFERMEDAD	1	0.5	2	miocardiopatía de takotsubo			miocardiopatía de Takotsubo	miocardiopatía de takotsubo	32267502_ES
microtrombos pulmonares	ENFERMEDAD	2	1.0	2	microtrombo pulmonar			microtrombos pulmonares	microtrombos pulmonares	32637327B_ES, 32637327A_ES
linfoadenopatia cervical	ENFERMEDAD	2	1.0	2	linfoadenopatía cervical			linfoadenopatía cervical	linfoadenopatía cervical	32427161_ES, 32292867_ES
leucocitosis	ENFERMEDAD	2	1.0	2	leucocitosis	414478003, 111583006	C0023518, C0750426	leucocitosis	leucocitosis	32353183_ES, 32265235_ES
lesiones miocardicas	ENFERMEDAD	2	1.0	2	lesión miocárdico			lesiones miocárdicas	lesiones miocárdicas	32329981_ES, 32179908_ES
insuficiencia respiratoria hipoxica	ENFERMEDAD	2	1.0	2	insuficiencia respiratorio hipóxico			insuficiencia respiratoria hipóxica	insuficiencia respiratoria hipóxica	32292054_ES, 32363351_ES
insuficiencia cardiaca congestiva	ENFERMEDAD	2	1.0	2	insuficiencia cardiaco congestivo	42343007	C0018802	insuficiencia cardíaca congestiva	insuficiencia cardíaca congestiva	32363336_ES, 32622483_ES
insuficiencia cardiaca aguda	ENFERMEDAD	2	1.0	2	insuficiencia cardiaco agudo			insuficiencia cardíaca aguda	insuficiencia cardíaca aguda	32363336_ES, 32363336-B_ES
insuficiencia cardiaca	ENFERMEDAD	4	2.0	2	insuficiencia cardiaco	84114007	C0018801, C1959583	insuficiencia cardiaca	insuficiencia cardiaca	32638347A_ES, 32616174_ES, 32423738_ES, 32635747_ES
infecciones nosocomiales	ENFERMEDAD	2	1.0	2	infección nosocomial			infecciones nosocomiales	infecciones nosocomiales	32245909_ES, 32196627_ES
infeccion respiratoria	ENFERMEDAD	2	1.0	2	infección respiratorio			infección respiratoria	infección respiratoria	32631645_ES, 32329981_ES
infeccion pulmonar con sarscov2	ENFERMEDAD	2	1.0	2	infección pulmonar con sarscov2			infección pulmonar con SARS-CoV-2	infección pulmonar con sarscov2	32622819B_ES, 32622819A_ES
hipoxia	ENFERMEDAD	2	1.0	2	hipoxia	30869003, 389086002	C0242184, C0242184, C0700292	hipoxia	hipoxia	32586752_ES, 32198834_ES
hipoxemia	ENFERMEDAD	2	1.0	2	hipoxemia	30869003, 389087006	C0242184, C0700292, C0700292	hipoxemia	hipoxemia	32085846_ES, 32617903B_ES
hiponatremia hipovolemica grave	ENFERMEDAD	1	0.5	2	hiponatremia hipovolémico grave			hiponatremia hipovolémica grave	hiponatremia hipovolémica grave	32639064_ES
hiponatremia grave	ENFERMEDAD	1	0.5	2	hiponatremia grave			hiponatremia grave	hiponatremia grave	32639064_ES
hipertension pulmonar	ENFERMEDAD	2	1.0	2	hipertensión pulmonar			hipertensión pulmonar	hipertensión pulmonar	32277408_ES, 32427645_ES
hiperglucemia	ENFERMEDAD	2	1.0	2	hiperglucemia	80394007	C0020456	hiperglucemia	hiperglucemia	32168162_ES, 32589794_ES
hemorragia alveolar difusa	ENFERMEDAD	2	1.0	2	hemorragia alveolar difuso			hemorragia alveolar difusa	hemorragia alveolar difusa	32622819B_ES, 32622819A_ES
hemoptisis	ENFERMEDAD	2	1.0	2	hemoptisis	66857006	C0019079	hemoptisis	hemoptisis	32622819A_ES, 32174057_ES
hemofagocitosis	ENFERMEDAD	2	1.0	2	hemofagocitosis	61070002	C0302486, C0876991	hemofagocitosis	hemofagocitosis	32294340_ES, 32615155_ES
hematuria	ENFERMEDAD	2	1.0	2	hematuria	34436003, 53298000	C0018965, C0018965	hematuria	hematuria	32277408_ES, 32292915_ES
fumadora	ENFERMEDAD	2	1.0	2	fumador	77176002	C0337664	fumadora	fumadora	32412848_ES, 32426200_ES
fumador	ENFERMEDAD	2	1.0	2	fumador	77176002	C0337664	fumador	fumador	32073161_ES, 32587121_ES
fibrosis pulmonar	ENFERMEDAD	1	0.5	2	fibrosis pulmonar	51615001	C0034069	fibrosis pulmonar	fibrosis pulmonar	32631838_ES
erupcion farmacologica	ENFERMEDAD	2	1.0	2	erupción farmacológico			erupción farmacológica	erupción farmacológica	32425356_ES, 32428291-B_ES
epoc	ENFERMEDAD	2	1.0	2	epoc			EPOC	epoc	32553608­_A_ES, 32553608­B_ES
enfisema	ENFERMEDAD	2	1.0	2	enfisema	49158009	C0013990	enfisema	enfisema	32602267_ES, 32207255_ES
enfermedades infecciosas	ENFERMEDAD	2	1.0	2	enfermedad infeccioso	394807007	C1273849	enfermedades infecciosas	enfermedades infecciosas	32246917_ES, 32399451_ES
enfermedad pulmonar obstructiva cronica	ENFERMEDAD	2	1.0	2	enfermedad pulmonar obstructivo crónico			enfermedad pulmonar obstructiva crónica	enfermedad pulmonar obstructiva crónica	32399449_ES, 32622819A_ES
edema pulmonar	ENFERMEDAD	1	0.5	2	edema pulmonar	19242006	C0034063	edema pulmonar	edema pulmonar	32222713_ES
disfuncion ventricular	ENFERMEDAD	2	1.0	2	disfunción ventricular			disfunción ventricular	disfunción ventricular	32427645_ES, 32586778_ES
diplopia	ENFERMEDAD	1	0.5	2	diplopia			diplopia	diplopia	32592761_ES
dilatacion ventricular	ENFERMEDAD	2	1.0	2	dilatación ventricular			dilatación ventricular	dilatación ventricular	32427645_ES, 32423738_ES
dilatacion coronaria	ENFERMEDAD	2	1.0	2	dilatación coronario			dilatación coronaria	dilatación coronaria	32427161_ES, 32265235_ES
delirio	ENFERMEDAD	2	1.0	2	delirio	2073000, 2776000	C0011253, C0011206	delirio	delirio	32639089_ES, 32612435_ES
crisis	ENFERMEDAD	2	1.0	2	crisis	32937002	C0231224	crisis	crisis	32563170_ES, 32589794_ES
consolidacion parcial en ambos pulmones	ENFERMEDAD	1	0.5	2	consolidación parcial en ambos pulmón			consolidación parcial en ambos pulmones	consolidación parcial en ambos pulmones	32165205_ES
colestasis	ENFERMEDAD	2	1.0	2	colestasis	33688009	C0008370	colestasis	colestasis	32635747_ES, 32294340_ES
coagulopatia	ENFERMEDAD	2	1.0	2	coagulopatía			coagulopatía	coagulopatía	32427161_ES, 32648092A_ES
choque cardiogenico	ENFERMEDAD	2	1.0	2	choque cardiogénico			choque cardiogénico	choque cardiogénico	32583150A_ES, 32363351_ES
cardiopatias	ENFERMEDAD	2	1.0	2	cardiopatía			cardiopatías	cardiopatías	32277408_ES, 32161941_ES
cardiopatia isquemica	ENFERMEDAD	2	1.0	2	cardiopatía isquémico			cardiopatía isquémica	cardiopatía isquémica	32617903A_ES, 32622483_ES
cardiopatia coronaria	ENFERMEDAD	2	1.0	2	cardiopatía coronario			cardiopatía coronaria	cardiopatía coronaria	32276139_B_ES, 32282871_B_ES
atelectasia	ENFERMEDAD	1	0.5	2	atelectasia	46621007	C0004144	atelectasia	atelectasia	32222713_ES
asma leve	ENFERMEDAD	2	1.0	2	asma leve	370218001	C0581124	asma leve	asma leve	32637266B_ES, 32641443_ES
asma eosinofilica grave	ENFERMEDAD	2	1.0	2	asma eosinofílico grave			asma eosinofílica grave	asma eosinofílica grave	32553608­_A_ES, 32553608­B_ES
artritis psoriasica	ENFERMEDAD	1	0.5	2	artritis psoriásico			artritis psoriásica	artritis psoriásica	32294258_ES
arritmia	ENFERMEDAD	2	1.0	2	arritmia	53488008	C0003811	arritmia	arritmia	32329981_ES, 32557532_ES
ansiedad	ENFERMEDAD	2	1.0	2	ansiedad	48694002	C0003467	ansiedad	ansiedad	32593478_ES, 32399450_ES
anormalidades cardiacas	ENFERMEDAD	1	0.5	2	anormalidad cardíaco			anormalidades cardíacas	anormalidades cardíacas	32161941_ES
acidosis lactica	ENFERMEDAD	2	1.0	2	acidosis láctico			acidosis láctica	acidosis láctica	32351657_ES, 32622823_ES
SGB	ENFERMEDAD	2	1.0	2	SGB			SGB	SGB	32364123_ES, 32399950_ES
yiyang	ENFERMEDAD	1	0.5	1	yiyang			Yiyang	yiyang	32276139_C_ES
vasculopatia trombotica	ENFERMEDAD	1	0.5	1	vasculopatía trombótico			vasculopatía trombótica	vasculopatía trombótica	32352487_ES
vasculopatia periferica	ENFERMEDAD	1	0.5	1	vasculopatía periférico			vasculopatía periférica	vasculopatía periférica	32353183_ES
vasculitis urticarial	ENFERMEDAD	1	0.5	1	vasculitis urticarial	402656007	C1304408	vasculitis urticarial	vasculitis urticarial	32294264_ES
vasculitis de organo	ENFERMEDAD	1	0.5	1	vasculitis de órgano			vasculitis de órgano	vasculitis de órgano	32622819A_ES
varicelazoster	ENFERMEDAD	1	0.5	1	varicelazóster			varicela-zóster	varicelazóster	32414534_ES
valvulopatias	ENFERMEDAD	1	0.5	1	valvulopatía			valvulopatías	valvulopatías	32617903B_ES
urticaria secundaria de origen indeterminado	ENFERMEDAD	1	0.5	1	urticaria secundario de origen indeterminado			urticaria secundaria de origen indeterminado	urticaria secundaria de origen indeterminado	32428291_ES
urticaria idiopatica	ENFERMEDAD	1	0.5	1	urticaria idiopático			urticaria idiopática	urticaria idiopática	32641443_ES
uropatia obstructiva	ENFERMEDAD	1	0.5	1	uropatía obstructivo			uropatía obstructiva	uropatía obstructiva	32292867_ES
ulceras por presion cronicas	ENFERMEDAD	1	0.5	1	úlcera por presión crónico			úlceras por presión crónicas	úlceras por presión crónicas	32638347B_ES
ulceras grandes y profundas en el colon sigmoide y el recto	ENFERMEDAD	1	0.5	1	úlcera grande y profundo en el colon sigmoide y el recto			úlceras grandes y profundas en el colon sigmoide y el recto	úlceras grandes y profundas en el colon sigmoide y el recto	32245909_ES
ulceras en la zona orolabial	ENFERMEDAD	1	0.5	1	úlcera en el zona orolabial			úlceras en la zona orolabial	úlceras en la zona orolabial	32617169_ES
ulceras dolorosas en los labios la lengua y el paladar	ENFERMEDAD	1	0.5	1	úlcera doloroso en el labio el lengua y el paladar			úlceras dolorosas en los labios, la lengua y el paladar	úlceras dolorosas en los labios la lengua y el paladar	32589314_ES
tuberculosis ganglionar	ENFERMEDAD	1	0.5	1	tuberculosis ganglionar			tuberculosis ganglionar	tuberculosis ganglionar	3229222_ES
tuberculosa del SNC	ENFERMEDAD	1	0.5	1	tuberculoso de+el SNC			tuberculosa del SNC	tuberculosa del SNC	32283294_ES
trombosis venosa superficial de 2cm en el tercio distal de MID	ENFERMEDAD	1	0.5	1	trombosis venoso superficial de 2 cm en el tercio distal de MID			trombosis venosa superficial de 2cm en el tercio distal de MID	trombosis venosa superficial de 2cm en el tercio distal de MID	32631646_ES
trombosis venosa profunda cerebral aguda	ENFERMEDAD	1	0.5	1	trombosis venoso profundo cerebral agudo			trombosis venosa profunda cerebral aguda	trombosis venosa profunda cerebral aguda	32554423_ES
trombosis vascular	ENFERMEDAD	1	0.5	1	trombosis vascular			trombosis vascular	trombosis vascular	32585767_ES
trombosis proximal de la arteria mesenterica superior y de la arteria yeyunal	ENFERMEDAD	1	0.5	1	trombosis proximal de el arteria mesentérico superior y de el arteria yeyunal			trombosis proximal de la arteria mesentérica superior y de la arteria yeyunal	trombosis proximal de la arteria mesentérica superior y de la arteria yeyunal	32351657_ES
trombosis focal microvascular	ENFERMEDAD	1	0.5	1	trombosis focal microvascular			trombosis focal microvascular	trombosis focal microvascular	32585767_ES
trombosis en el brazo	ENFERMEDAD	1	0.5	1	trombosis en el brazo			trombosis en el brazo	trombosis en el brazo	32637327A_ES
trombosis de la vena porta	ENFERMEDAD	1	0.5	1	trombosis de el vena portar	17920008	C0155773	trombosis de la vena porta	trombosis de la vena porta	32351657_ES
trombosis de la parte distal de la vena mesenterica superior extendida al tronco esplenomesenterico	ENFERMEDAD	1	0.5	1	trombosis de el parte distal de el vena mesentérico superior extender a+el tronco esplenomesentérico			trombosis de la parte distal de la vena mesentérica superior extendida al tronco esplenomesentérico	trombosis de la parte distal de la vena mesentérica superior extendida al tronco esplenomesentérico	32351657_ES
trombosis de la arteria humeral	ENFERMEDAD	1	0.5	1	trombosis de el arteria humeral	297146000	C0235516	trombosis de la arteria humeral	trombosis de la arteria humeral	32589931_ES
trombosis arteriales	ENFERMEDAD	1	0.5	1	trombosis arterial	65198009	C0151942	trombosis arteriales	trombosis arteriales	32586778_ES
trombos intraluminales de 8 mm en la aorta ascendente	ENFERMEDAD	1	0.5	1	trombo intraluminal de 8 mm en el aorta ascendente			trombos intraluminales de 8 mm en la aorta ascendente	trombos intraluminales de 8 mm en la aorta ascendente	32648092B_ES
trombos flotantes en el cayado aortico y la aorta descendente	ENFERMEDAD	1	0.5	1	trombo flotante en el cayado aórtico y el aorta descendente			trombos flotantes en el cayado aórtico y la aorta descendente	trombos flotantes en el cayado aórtico y la aorta descendente	32648092A_ES
trombos en el sistema venoso	ENFERMEDAD	1	0.5	1	trombo en el sistema venoso			trombos en el sistema venoso	trombos en el sistema venoso	32651243_ES
tromboembolia pulmonar bilateral aguda	ENFERMEDAD	1	0.5	1	tromboembolia pulmonar bilateral agudo	707414004	C3873363	tromboembolia pulmonar bilateral aguda	tromboembolia pulmonar bilateral aguda	32402687_ES
tromboembolia bilateral	ENFERMEDAD	1	0.5	1	tromboembolia bilateral			tromboembolia bilateral	tromboembolia bilateral	32402687-B_ES
trombocitosis reactiva	ENFERMEDAD	1	0.5	1	trombocitosis reactivo	234500001	C0457506	trombocitosis reactiva	trombocitosis reactiva	32589931_ES
trombocitopenia limitrofe	ENFERMEDAD	1	0.5	1	trombocitopenia limítrofe			trombocitopenia limítrofe	trombocitopenia limítrofe	32639461_ES
trombo libre en el cayado aortico	ENFERMEDAD	1	0.5	1	trombo libre en el cayado aórtico			trombo libre en el cayado aórtico	trombo libre en el cayado aórtico	32424482_ES
trombo intravascular en la aorta	ENFERMEDAD	1	0.5	1	trombo intravascular en el aorta			trombo intravascular en la aorta	trombo intravascular en la aorta	32353183-B_ES
trombo flotante en el segmento medio de la aorta descendente	ENFERMEDAD	1	0.5	1	trombo flotante en el segmento medio de el aorta descendente			trombo flotante en el segmento medio de la aorta descendente	trombo flotante en el segmento medio de la aorta descendente	32648092C_ES
trombo en la arteria femoral	ENFERMEDAD	1	0.5	1	trombo en el arteria femoral			trombo en la arteria femoral	trombo en la arteria femoral	32554811_ES
trombo en el segmento proximal de la arteria mesenterica superior	ENFERMEDAD	1	0.5	1	trombo en el segmento proximal de el arteria mesentérico superior			trombo en el segmento proximal de la arteria mesentérica superior	trombo en el segmento proximal de la arteria mesentérica superior	32562891_ES
trombo de 5 mm en la punta del VI	ENFERMEDAD	1	0.5	1	trombo de 5 mm en el punta de+el VI			trombo de 5 mm en la punta del VI	trombo de 5 mm en la punta del VI	32556106_ES
trombo agudo	ENFERMEDAD	1	0.5	1	trombo agudo			trombo agudo	trombo agudo	32360439_ES
traumatismo toracico	ENFERMEDAD	1	0.5	1	traumatismo torácico			traumatismo torácico	traumatismo torácico	32317275_ES
traumatismo craneal	ENFERMEDAD	1	0.5	1	traumatismo craneal			traumatismo craneal	traumatismo craneal	32563170_ES
trastornos neurologicos	ENFERMEDAD	1	0.5	1	trastorno neurológico			trastornos neurológicos	trastornos neurológicos	32651243_ES
trastorno respiratorio	ENFERMEDAD	1	0.5	1	trastorno respiratorio	50043002, 129893005	C0035204, C1268764	trastorno respiratorio	trastorno respiratorio	32639089_ES
trastorno esquizoafectivo	ENFERMEDAD	1	0.5	1	trastorno esquizoafectivo	68890003	C0036337	trastorno esquizoafectivo	trastorno esquizoafectivo	32637266A_ES
trastorno del espectro autista	ENFERMEDAD	1	0.5	1	trastorno de+el espectro autista			trastorno del espectro autista	trastorno del espectro autista	32637266B_ES
trastorno bipolar	ENFERMEDAD	1	0.5	1	trastorno bipolar	13746004	C0005586	trastorno bipolar	trastorno bipolar	32637266B_ES
trastorno	ENFERMEDAD	1	0.5	1	trastorno			trastorno	trastorno	32637266B_ES
traqueomalacia	ENFERMEDAD	1	0.5	1	traqueomalacia	95434006	C0948187	traqueomalacia	traqueomalacia	32583150B_ES
toxoplasma gondii	ENFERMEDAD	1	0.5	1	toxoplasma gondii	4649006	C0040557	Toxoplasma gondii	toxoplasma gondii	32636116_ES
toxicomanias	ENFERMEDAD	1	0.5	1	toxicomanía			toxicomanías	toxicomanías	32605766_ES
tormenta de citocinas con sdmo	ENFERMEDAD	1	0.5	1	tormenta de citocinas con sdmo			tormenta de citocinas con SDMO	tormenta de citocinas con sdmo	32292915_ES
tetraplejia	ENFERMEDAD	1	0.5	1	tetraplejia			tetraplejia	tetraplejia	32399694­­_ES
taquisistolia recurrente	ENFERMEDAD	1	0.5	1	taquisistolia recurrente			taquisistolia recurrente	taquisistolia recurrente	32590725_ES
taquisistolia	ENFERMEDAD	1	0.5	1	taquisistolia			taquisistolia	taquisistolia	32590725_ES
taquicardia supraventricular	ENFERMEDAD	1	0.5	1	taquicardia supraventricular	6456007	C0039240	taquicardia supraventricular	taquicardia supraventricular	32363336-B_ES
taquicardia ocasional	ENFERMEDAD	1	0.5	1	taquicardia ocasional			taquicardia ocasional	taquicardia ocasional	32179908_ES
taponamiento cardiaco	ENFERMEDAD	1	0.5	1	taponamiento cardiaco	35304003	C0007177	taponamiento cardiaco	taponamiento cardiaco	32607304_Es
subita desaturacion	ENFERMEDAD	1	0.5	1	súbito desaturación			súbita desaturación	súbita desaturación	32275347_ES
subita debilidad	ENFERMEDAD	1	0.5	1	súbito debilidad			súbita debilidad	súbita debilidad	32359804_ES
sombras nodulares de alta densidad bajo la pleura del segmento posterior del lobulo superior del pulmon	ENFERMEDAD	1	0.5	1	sombra nodular de alto densidad bajo el pleura de+el segmento posterior de+el lóbulo superior de+el pulmón			sombras nodulares de alta densidad bajo la pleura del segmento posterior del lóbulo superior del pulmón	sombras nodulares de alta densidad bajo la pleura del segmento posterior del lóbulo superior del pulmón	32161941_ES
sobreinfecciones con hepatitis B	ENFERMEDAD	1	0.5	1	sobreinfección con hepatitis B			sobreinfecciones con hepatitis B	sobreinfecciones con hepatitis B	32607564_ES
sobreinfeccion por neumocistos	ENFERMEDAD	1	0.5	1	sobreinfección por neumocistos			sobreinfección por neumocistos	sobreinfección por neumocistos	32638347C_ES
sobreinfeccion bacteriana	ENFERMEDAD	1	0.5	1	sobreinfección bacteriano			sobreinfección bacteriana	sobreinfección bacteriana	32554811_ES
sinusitis aguda	ENFERMEDAD	1	0.5	1	sinusitis agudo	15805002	C0149512	sinusitis aguda	sinusitis aguda	32653210_ES
sinusitis	ENFERMEDAD	1	0.5	1	sinusitis	36971009	C0037199	sinusitis	sinusitis	32205138_ES
sindromes	ENFERMEDAD	1	0.5	1	síndrome			síndromes	síndromes	32618794_ES
sindrome virico	ENFERMEDAD	1	0.5	1	síndrome vírico			síndrome vírico	síndrome vírico	32601756_ES
sindrome septico	ENFERMEDAD	1	0.5	1	síndrome séptico			síndrome séptico	síndrome séptico	32292867_ES
sindrome respiratorio agudo grave de coronavirus 2	ENFERMEDAD	1	0.5	1	síndrome respiratorio agudo grave de coronavirus 2			síndrome respiratorio agudo grave de coronavirus 2	síndrome respiratorio agudo grave de coronavirus 2	32282312_ES
sindrome respiratorio agudo grave de coronavirus	ENFERMEDAD	1	0.5	1	síndrome respiratorio agudo grave de coronavirus			síndrome respiratorio agudo grave de coronavirus	síndrome respiratorio agudo grave de coronavirus	32179908_ES
sindrome piramidal	ENFERMEDAD	1	0.5	1	síndrome piramidal			síndrome piramidal	síndrome piramidal	32651243_ES
sindrome nefrotico	ENFERMEDAD	1	0.5	1	síndrome nefrótico			síndrome nefrótico	síndrome nefrótico	32589931_ES
sindrome metabolico	ENFERMEDAD	1	0.5	1	síndrome metabólico			síndrome metabólico	síndrome metabólico	32402416­_ES
sindrome meningeo	ENFERMEDAD	1	0.5	1	síndrome meníngeo			síndrome meníngeo	síndrome meníngeo	32283294_ES
sindrome inflamatorio intenso	ENFERMEDAD	1	0.5	1	síndrome inflamatorio intenso			síndrome inflamatorio intenso	síndrome inflamatorio intenso	32623310_ES
sindrome inflamatorio de reconstitucion inmunitaria	ENFERMEDAD	1	0.5	1	síndrome inflamatorio de reconstitución inmunitario			síndrome inflamatorio de reconstitución inmunitaria	síndrome inflamatorio de reconstitución inmunitaria	32607564_ES
sindrome del lobulo frontal	ENFERMEDAD	1	0.5	1	síndrome de+el lóbulo frontal			síndrome del lóbulo frontal	síndrome del lóbulo frontal	32589794_ES
sindrome de takotsubo	ENFERMEDAD	1	0.5	1	síndrome de takotsubo			síndrome de Takotsubo	síndrome de takotsubo	32363351_ES
sindrome de stevensjohnson	ENFERMEDAD	1	0.5	1	síndrome de stevensjohnson			síndrome de Stevens-Johnson	síndrome de stevensjohnson	32617169_ES
sindrome de mutismo	ENFERMEDAD	1	0.5	1	síndrome de mutismo			síndrome de mutismo	síndrome de mutismo	32418288_ES
sindrome de lofgren	ENFERMEDAD	1	0.5	1	síndrome de löfgren			síndrome de Löfgren	síndrome de löfgren	32606044_ES
sindrome de liberacion de citocinas	ENFERMEDAD	1	0.5	1	síndrome de liberación de citocinas			síndrome de liberación de citocinas	síndrome de liberación de citocinas	32615155_ES
sindrome de inflamacion biologico	ENFERMEDAD	1	0.5	1	síndrome de inflamación biológico			síndrome de inflamación biológico	síndrome de inflamación biológico	32638347A_ES
sindrome de hurler	ENFERMEDAD	1	0.5	1	síndrome de hurler			síndrome de Hurler	síndrome de hurler	32423738_ES
sindrome de enclaustramiento periferico	ENFERMEDAD	1	0.5	1	síndrome de enclaustramiento periférico			síndrome de enclaustramiento periférico	síndrome de enclaustramiento periférico	32399694­­_ES
sindrome de distres respiratorio agudo	ENFERMEDAD	1	0.5	1	síndrome de distrés respiratorio agudo			síndrome de distrés respiratorio agudo	síndrome de distrés respiratorio agudo	32622483_ES
sindrome de dificultad respiratoria aguda grave por coronavirus	ENFERMEDAD	1	0.5	1	síndrome de dificultad respiratorio agudo grave por coronavirus			síndrome de dificultad respiratoria aguda grave por coronavirus	síndrome de dificultad respiratoria aguda grave por coronavirus	32650881_ES
sindrome de dificultad respiratoria aguda grave	ENFERMEDAD	1	0.5	1	síndrome de dificultad respiratorio agudo grave			síndrome de dificultad respiratoria aguda grave	síndrome de dificultad respiratoria aguda grave	32650881_ES
sindrome de brugada de tipo I	ENFERMEDAD	1	0.5	1	síndrome de brugada de tipo I			síndrome de Brugada de tipo I	síndrome de brugada de tipo I	32557532_ES
sindrome de apnea del sueno obstructiva grave	ENFERMEDAD	1	0.5	1	síndrome de apnea de+el sueño obstructivo grave			síndrome de apnea del sueño obstructiva grave	síndrome de apnea del sueño obstructiva grave	32648092C_ES
sindrome compartimental	ENFERMEDAD	1	0.5	1	síndrome compartimental			síndrome compartimental	síndrome compartimental	32622823_ES
sindrome apneashipopneas del sueno	ENFERMEDAD	1	0.5	1	síndrome apneashipopneas de+el sueño			síndrome apneas-hipopneas del sueño	síndrome apneashipopneas del sueño	32622483_ES
sindrome	ENFERMEDAD	1	0.5	1	síndrome			síndrome	síndrome	32639064_ES
sincope	ENFERMEDAD	2	1.0	1	sincopar			sincope	sincope	32612465A_ES, 32278585_ES
sincope	ENFERMEDAD	2	1.0	1	síncope			síncope	síncope	32612465A_ES, 32278585_ES
sifilis	ENFERMEDAD	1	0.5	1	sífilis			sífilis	sífilis	32607564_ES
sida	ENFERMEDAD	1	0.5	1	sida	62479008	C0001175	sida	sida	32607564_ES
sialolitiasis	ENFERMEDAD	1	0.5	1	sialolitiasis	28826002	C0036091	sialolitiasis	sialolitiasis	32631770_ES
sepsis neonatal	ENFERMEDAD	1	0.5	1	sepsis neonatal	276669000, 206376005	C0456103, C3665339	sepsis neonatal	sepsis neonatal	32320556_ES
sepsis	ENFERMEDAD	1	0.5	1	sepsis	91302008	C0243026	sepsis	sepsis	32282871_ES
secundigesta primipara	ENFERMEDAD	1	0.5	1	secundigesta primípara			secundigesta primípara	secundigesta primípara	32637327B_ES
sdra moderada	ENFERMEDAD	1	0.5	1	sdra moderar			SDRA moderada	sdra moderada	32412848_ES
sdra fulminante	ENFERMEDAD	1	0.5	1	sdra fulminante			SDRA fulminante	sdra fulminante	32554811_ES
sarcoidosis alveolar	ENFERMEDAD	1	0.5	1	sarcoidosis alveolar			sarcoidosis alveolar	sarcoidosis alveolar	32606044_ES
sarcoidosis	ENFERMEDAD	1	0.5	1	sarcoidosis	31541009	C0036202	sarcoidosis	sarcoidosis	32612465C_ES
rinosinusitis cronica	ENFERMEDAD	1	0.5	1	rinosinusitis crónico			rinosinusitis crónica	rinosinusitis crónica	32553608­B_ES
rinitis	ENFERMEDAD	1	0.5	1	rinitis	70076002	C0035455, C0240557	rinitis	rinitis	32318729_ES
respiratoria hipoxemica	ENFERMEDAD	1	0.5	1	respiratorio hipoxémica			respiratoria hipoxémica	respiratoria hipoxémica	32650881_ES
regurgitacion aortica	ENFERMEDAD	1	0.5	1	regurgitación aórtico			regurgitación aórtica	regurgitación aórtica	32427161_ES
