span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename
auscultacion toracica	PROCEDIMIENTO	3	1.5	3	auscultación torácico			auscultación torácica	auscultación torácica	32593338_ES, 32607304_Es, 32602267_ES
angiografia pulmonar	PROCEDIMIENTO	3	1.5	3	angiografía pulmonar			angiografía pulmonar	angiografía pulmonar	32399449-B_ES, 32631838_ES, 32402687-B_ES
anamnesis	PROCEDIMIENTO	3	1.5	3	anamnesis	84100007, 940000, 129431000	C0021055, C0199182, C1292847	anamnesis	anamnesis	32360439_ES, 32636116_ES, 32292054_ES
analisis del liquido cefalorraquideo	PROCEDIMIENTO	3	1.5	3	análisis de+el líquido cefalorraquídeo			análisis del líquido cefalorraquídeo	análisis del líquido cefalorraquídeo	32605766_ES, 32589794_ES, 32586752_ES
analisis del LCR	PROCEDIMIENTO	3	1.5	3	análisis de+el LCR			análisis del LCR	análisis del LCR	32563170_ES, 32359804_ES, 32590204_ES
aine	PROCEDIMIENTO	2	1.0	3	aine	16403005	C0003211	AINE	aine	32607304_Es, 32425356_ES
TAR	PROCEDIMIENTO	1	0.5	3	TAR			TAR	TAR	32607564_ES
TAC de alta resolucion	PROCEDIMIENTO	2	1.0	3	TAC de alto resolución			TAC de alta resolución	TAC de alta resolución	32417987_ES, 32554621_ES
RMN cerebrales	PROCEDIMIENTO	3	1.5	3	RMN cerebral			RMN cerebrales	RMN cerebrales	32563170_ES, 32611761A_ES, 32554425_ES
PCR del LCR	PROCEDIMIENTO	3	1.5	3	PCR de+el LCR			PCR del LCR	PCR del LCR	32653906_ES, 32563170_ES, 32586752_ES
PCR de sarscov2	PROCEDIMIENTO	3	1.5	3	PCR de sarscov2			PCR de SARS-CoV-2	PCR de sarscov2	32554811_ES, 32292054_ES, 32611761A_ES
ventilacion protectora	PROCEDIMIENTO	2	1.0	2	ventilación protector			ventilación protectora	ventilación protectora	32637327B_ES, 32637327A_ES
ventilacion invasiva	PROCEDIMIENTO	2	1.0	2	ventilación invasivo			ventilación invasiva	ventilación invasiva	32085846_ES, 32607564_ES
vasopresores	PROCEDIMIENTO	2	1.0	2	vasopresor			vasopresores	vasopresores	32622823_ES, 32292915_ES
vasoactivos	PROCEDIMIENTO	2	1.0	2	vasoactivo			vasoactivos	vasoactivos	32277408_ES, 32638890_ES
tratamiento antivirico	PROCEDIMIENTO	2	1.0	2	tratamiento antivírico			tratamiento antivírico	tratamiento antivírico	32276139_ES, 32161941_ES
tratamiento antiinflamatorio	PROCEDIMIENTO	2	1.0	2	tratamiento antiinflamatorio	169419003	C0438666	tratamiento antiinflamatorio	tratamiento antiinflamatorio	32168162_ES, 32427161_ES
tratamiento anticoagulante	PROCEDIMIENTO	2	1.0	2	tratamiento anticoagulante	442308007	C2711563	tratamiento anticoagulante	tratamiento anticoagulante	32639461_ES, 32648092B_ES
tratamiento antibacteriano	PROCEDIMIENTO	2	1.0	2	tratamiento antibacteriano			tratamiento antibacteriano	tratamiento antibacteriano	32292053_ES, 32607564_ES
trasplante renal	PROCEDIMIENTO	2	1.0	2	trasplante renal	70536003	C0022671	trasplante renal	trasplante renal	32222713_ES, 32198834_ES
transfusion de plasma	PROCEDIMIENTO	2	1.0	2	transfusión de plasma			transfusión de plasma	transfusión de plasma	32638347C_ES, 32637086B_ES
terapia vasopresora	PROCEDIMIENTO	2	1.0	2	terapia vasopresor			terapia vasopresora	terapia vasopresora	32612465B_ES, 32612465D_ES
terapia antibiotica	PROCEDIMIENTO	2	1.0	2	terapia antibiótico			terapia antibiótica	terapia antibiótica	32602267_ES, 32554425_ES
taponamiento del circuito de dialisis	PROCEDIMIENTO	2	1.0	2	taponamiento de+el circuito de diálisis			taponamiento del circuito de diálisis	taponamiento del circuito de diálisis	32612465B_ES, 32612465D_ES
rtpcr del LCR	PROCEDIMIENTO	1	0.5	2	rtpcr de+el LCR			RT-PCR del LCR	rtpcr del LCR	32418288_ES
retiraron los antibioticos	PROCEDIMIENTO	2	1.0	2	retirar el antibiótico			retiraron los antibióticos	retiraron los antibióticos	32399449_ES, 32631838_ES
restriccion hidrica	PROCEDIMIENTO	2	1.0	2	restricción hídrico			restricción hídrica	restricción hídrica	32423738_ES, 32363336-B_ES
rehabilitacion de covid19	PROCEDIMIENTO	2	1.0	2	rehabilitación de covid19			rehabilitación de COVID-19	rehabilitación de covid19	32638347A_ES, 32638347B_ES
rehabilitacion	PROCEDIMIENTO	2	1.0	2	rehabilitación			rehabilitación	rehabilitación	32360439-D_ES, 32588185_ES
reanimacion cardiopulmonar	PROCEDIMIENTO	2	1.0	2	reanimación cardiopulmonar			reanimación cardiopulmonar	reanimación cardiopulmonar	32363336_ES, 3229222_ES
radioterapia	PROCEDIMIENTO	2	1.0	2	radioterapia	61757002	C1522449	radioterapia	radioterapia	32620682_ES, 32637327A_ES
pruebas hematologicas	PROCEDIMIENTO	2	1.0	2	prueba hematológico			pruebas hematológicas	pruebas hematológicas	32605766_ES, 32637086B_ES
pruebas de esputo	PROCEDIMIENTO	2	1.0	2	prueba de esputo			pruebas de esputo	pruebas de esputo	32277408_ES, 32232784_ES
prueba rtpcr	PROCEDIMIENTO	2	1.0	2	probar rtpcr			prueba RT-PCR	prueba rtpcr	32360384_ES, 32265235_ES
prueba de troponina I	PROCEDIMIENTO	2	1.0	2	prueba de troponina I			prueba de troponina I	prueba de troponina I	32615807B_ES, 32615807C_ES
profilaxis antitrombotica	PROCEDIMIENTO	2	1.0	2	profilaxis antitrombótico			profilaxis antitrombótica	profilaxis antitrombótica	32589931_ES, 32554621_ES
parto	PROCEDIMIENTO	2	1.0	2	partir	66348005	C1148523	parto	parto	32590725_ES, 32161941_ES
oxigenoterapia no invasiva	PROCEDIMIENTO	2	1.0	2	oxigenoterapia no invasivo			oxigenoterapia no invasiva	oxigenoterapia no invasiva	32637086B_ES, 32637086A_ES
oxigenoterapia nasal	PROCEDIMIENTO	2	1.0	2	oxigenoterapia nasal	57485005	C0184633	oxigenoterapia nasal	oxigenoterapia nasal	32215898_ES, 32414534_ES
oxigenacion por membrana extracorporal	PROCEDIMIENTO	2	1.0	2	oxigenación por membrana extracorporal			oxigenación por membrana extracorporal	oxigenación por membrana extracorporal	32583150A_ES, 32427774_ES
mascarilla N95	PROCEDIMIENTO	2	1.0	2	mascarilla N95			mascarilla N95	mascarilla N95	32317275_ES, 32161941_ES
leche materna	PROCEDIMIENTO	2	1.0	2	leche materno	226789007, 87640006	C0026140, C0026140	leche materna	leche materna	32614251_ES, 32179908_ES
intervencion coronaria percutanea	PROCEDIMIENTO	2	1.0	2	intervención coronario percutáneo			intervención coronaria percutánea	intervención coronaria percutánea	32586778_ES, 32222713_ES
hemodiafiltracion venovenosa continua	PROCEDIMIENTO	2	1.0	2	hemodiafiltración venovenoso continuo			hemodiafiltración venovenosa continua	hemodiafiltración venovenosa continua	32222713_ES, 32622483_ES
hemocultivos aerobicos y anaerobicos	PROCEDIMIENTO	1	0.5	2	hemocultivo aeróbico y anaeróbico			hemocultivos aeróbicos y anaeróbicos	hemocultivos aeróbicos y anaeróbicos	32594151_ES
gasometria arterial materna	PROCEDIMIENTO	1	0.5	2	gasometría arterial materno			gasometría arterial materna	gasometría arterial materna	32363336_ES
frotis nasofaringeo para sarscov2	PROCEDIMIENTO	2	1.0	2	frotis nasofaríngeo para sarscov2			frotis nasofaríngeo para SARS-CoV-2	frotis nasofaríngeo para sarscov2	32563170_ES, 32587121_ES
frotis nasales	PROCEDIMIENTO	2	1.0	2	frotis nasal			frotis nasales	frotis nasales	32360384_ES, 32320556_ES
frotis	PROCEDIMIENTO	2	1.0	2	frotis	258661006	C0444330	frotis	frotis	32636116_ES, 32639461_ES
extubacion	PROCEDIMIENTO	2	1.0	2	extubación			extubación	extubación	32554811_ES, 32619798_ES
exploracion toracica	PROCEDIMIENTO	2	1.0	2	exploración torácico			exploración torácica	exploración torácica	32637086B_ES, 32637086A_ES
exploracion respiratoria	PROCEDIMIENTO	2	1.0	2	exploración respiratorio			exploración respiratoria	exploración respiratoria	32563170_ES, 32639089_ES
exploracion pulmonar	PROCEDIMIENTO	2	1.0	2	exploración pulmonar			exploración pulmonar	exploración pulmonar	32637266B_ES, 32637266A_ES
exploracion neurologica de las extremidades inferiores	PROCEDIMIENTO	2	1.0	2	exploración neurológico de el extremidad inferior			exploración neurológica de las extremidades inferiores	exploración neurológica de las extremidades inferiores	32602610_ES, 32617903A_ES
exploracion histologica	PROCEDIMIENTO	2	1.0	2	exploración histológico			exploración histológica	exploración histológica	32085846_ES, 32554621_ES
exploracion	PROCEDIMIENTO	2	1.0	2	exploración			exploración	exploración	32644205_ES, 32639461_ES
estudios de conduccion nerviosa	PROCEDIMIENTO	2	1.0	2	estudio de conducción nervioso			estudios de conducción nerviosa	estudios de conducción nerviosa	32619798_ES, 32588185_ES
estudios de coagulacion	PROCEDIMIENTO	2	1.0	2	estudio de coagulación			Estudios de coagulación	estudios de coagulación	32402687_ES, 32402687-B_ES
estudio de conduccion nerviosa	PROCEDIMIENTO	2	1.0	2	estudio de conducción nervioso			estudio de conducción nerviosa	estudio de conducción nerviosa	32359804_ES, 32399950_ES
ecografia renal	PROCEDIMIENTO	2	1.0	2	ecografía renal			ecografía renal	ecografía renal	32292867_ES, 32617903B_ES
cultivos de esputo	PROCEDIMIENTO	2	1.0	2	cultivo de esputo			cultivos de esputo	cultivos de esputo	32179908_ES, 32611659_ES
cultivos de LCR	PROCEDIMIENTO	2	1.0	2	cultivo de LCR			cultivos de LCR	cultivos de LCR	32594151_ES, 32611761A_ES
corticoesteroides	PROCEDIMIENTO	2	1.0	2	corticoesteroides	332333008	C0001617	corticoesteroides	corticoesteroides	32638347C_ES, 32638890_ES
colecistectomia	PROCEDIMIENTO	2	1.0	2	colecistectomía			colecistectomía	colecistectomía	32631645_ES, 32292867_ES
broncoscopia	PROCEDIMIENTO	2	1.0	2	broncoscopia	10847001	C0006290	broncoscopia	broncoscopia	32622819A_ES, 32399451_ES
biopsia de medula	PROCEDIMIENTO	1	0.5	2	biopsia de médula			biopsia de médula	biopsia de médula	32622819B_ES
biopsia cutanea	PROCEDIMIENTO	2	1.0	2	biopsia cutáneo			biopsia cutánea	biopsia cutánea	32585767_ES, 32641443_ES
aptc	PROCEDIMIENTO	2	1.0	2	aptc			APTC	aptc	32617903A_ES, 32631838_ES
anticoagulantes	PROCEDIMIENTO	2	1.0	2	anticoagulante	372862008	C0003280	anticoagulantes	anticoagulantes	32554811_ES, 32426200_ES
antibioticos	PROCEDIMIENTO	2	1.0	2	antibiótico			antibióticos	antibióticos	32427645_ES, 32250095_ES
antibiotico	PROCEDIMIENTO	2	1.0	2	antibiótico			antibiótico	antibiótico	32364123_ES, 32607564_ES
angiotomografia craneomaxilofacial	PROCEDIMIENTO	2	1.0	2	angiotomografía craneomaxilofacial			angiotomografía craneomaxilofacial	angiotomografía craneomaxilofacial	32360439-C_ES, 32360439-B_ES
angiotomografia computarizada coronaria	PROCEDIMIENTO	2	1.0	2	angiotomografía computarizar coronario			angiotomografía computarizada coronaria	angiotomografía computarizada coronaria	32616174_ES, 32267502_ES
analisis serologico	PROCEDIMIENTO	2	1.0	2	análisis serológico			análisis serológico	análisis serológico	32601756_ES, 32623310_ES
analisis microbiologicos	PROCEDIMIENTO	2	1.0	2	análisis microbiológico			análisis microbiológicos	análisis microbiológicos	32168162_ES, 32615155_ES
analisis de orina citobacteriologico	PROCEDIMIENTO	1	0.5	2	análisis de orina citobacteriológico			análisis de orina citobacteriológico	análisis de orina citobacteriológico	32594151_ES
analisis de liquido cefalorraquideo	PROCEDIMIENTO	2	1.0	2	análisis de líquido cefalorraquídeo			análisis de líquido cefalorraquídeo	análisis de líquido cefalorraquídeo	32554423_ES, 32588185_ES
analisis de LCR	PROCEDIMIENTO	1	0.5	2	análisis de LCR			análisis de LCR	análisis de LCR	32418288_ES
analisis anatomopatologico	PROCEDIMIENTO	1	0.5	2	análisis anatomopatológico			análisis anatomopatológico	análisis anatomopatológico	32425356_ES
aislamiento domiciliario	PROCEDIMIENTO	2	1.0	2	aislamiento domiciliario			aislamiento domiciliario	aislamiento domiciliario	32631645_ES, 32586958_ES
TAC toracica y abdominal	PROCEDIMIENTO	2	1.0	2	TAC torácico y abdominal			TAC torácica y abdominal	TAC torácica y abdominal	32622823_ES, 32586778_ES
TAC toracica simple	PROCEDIMIENTO	1	0.5	2	TAC torácico simple			TAC torácica simple	TAC torácica simple	32174057_ES
TAC toracica de la madre	PROCEDIMIENTO	2	1.0	2	TAC torácico de el madre			TAC torácica de la madre	TAC torácica de la madre	32292053_ES, 32161941_ES
TAC cerebral	PROCEDIMIENTO	2	1.0	2	TAC cerebral			TAC cerebral	TAC cerebral	32589794_ES, 32648092B_ES
RMN cerebral y raquidea	PROCEDIMIENTO	2	1.0	2	RMN cerebral y raquídeo			RMN cerebral y raquídea	RMN cerebral y raquídea	32601756_ES, 32605766_ES
RMC	PROCEDIMIENTO	1	0.5	2	RMC			RMC	RMC	32267502_ES
PCR de frotis nasofaringeo	PROCEDIMIENTO	2	1.0	2	PCR de frotis nasofaríngeo			PCR de frotis nasofaríngeo	PCR de frotis nasofaríngeo	32351657_ES, 32586752_ES
ARM	PROCEDIMIENTO	2	1.0	2	ARM			ARM	ARM	32360439-D_ES, 32639461_ES
vitamina K1	PROCEDIMIENTO	1	0.5	1	vitamina K1			vitamina K1	vitamina K1	32161941_ES
virus neurotropicos	PROCEDIMIENTO	1	0.5	1	virus neurotrópico			virus neurotrópicos	virus neurotrópicos	32418288_ES
vias respiratorias	PROCEDIMIENTO	1	0.5	1	vía respiratorio			vías respiratorias	vías respiratorias	32360439-C_ES
vial de meronepem	PROCEDIMIENTO	1	0.5	1	vial de meronepem			vial de meronepem	vial de meronepem	32637086A_ES
ventilacion y el oxigeno	PROCEDIMIENTO	1	0.5	1	ventilación y el oxígeno			ventilación y el oxígeno	ventilación y el oxígeno	32617903A_ES
ventilacion oscilante de alta frecuencia	PROCEDIMIENTO	1	0.5	1	ventilación oscilante de alto frecuencia			ventilación oscilante de alta frecuencia	ventilación oscilante de alta frecuencia	32554811_ES
ventilacion mecanica y oxigenacion por membrana extracorporal	PROCEDIMIENTO	1	0.5	1	ventilación mecánico y oxigenación por membrana extracorporal			ventilación mecánica y oxigenación por membrana extracorporal	ventilación mecánica y oxigenación por membrana extracorporal	32359711_ES
ventilacion mecanica y farmacos inotropicos	PROCEDIMIENTO	1	0.5	1	ventilación mecánico y fármaco inotrópico			ventilación mecánica y fármacos inotrópicos	ventilación mecánica y fármacos inotrópicos	32622483_ES
ventilacion mecanica no invasiva con oxigenoterapia	PROCEDIMIENTO	1	0.5	1	ventilación mecánico no invasivo con oxigenoterapia			ventilación mecánica no invasiva con oxigenoterapia	ventilación mecánica no invasiva con oxigenoterapia	32401344_ES
ventilacion mecanica de bipresion	PROCEDIMIENTO	1	0.5	1	ventilación mecánico de bipresión			ventilación mecánica de bipresión	ventilación mecánica de bipresión	32250095_ES
ventilacion mecanica continua	PROCEDIMIENTO	1	0.5	1	ventilación mecánico continuo			ventilación mecánica continua	ventilación mecánica continua	32607304_Es
ventilacion mecanica con alta presion positiva telespiratoria	PROCEDIMIENTO	1	0.5	1	ventilación mecánico con alto presión positivo telespiratoria			ventilación mecánica con alta presión positiva telespiratoria	ventilación mecánica con alta presión positiva telespiratoria	32222713_ES
ventilacion espontanea	PROCEDIMIENTO	1	0.5	1	ventilación espontáneo			ventilación espontánea	ventilación espontánea	32360384_ES
ventilacion en decubito prono	PROCEDIMIENTO	1	0.5	1	ventilación en decúbito prono			ventilación en decúbito prono	ventilación en decúbito prono	32554811_ES
ventilacion de alta frecuencia	PROCEDIMIENTO	1	0.5	1	ventilación de alto frecuencia			ventilación de alta frecuencia	ventilación de alta frecuencia	32208010_ES
ventilacion asistida	PROCEDIMIENTO	1	0.5	1	ventilación asistir			ventilación asistida	ventilación asistida	32278585_ES
ventilacion	PROCEDIMIENTO	1	0.5	1	ventilación			ventilación	ventilación	32607564_ES
vacuna antituberculosa	PROCEDIMIENTO	1	0.5	1	vacunar antituberculoso	420538001	C0041305	vacuna antituberculosa	vacuna antituberculosa	32292053_ES
urocultivos y LCR	PROCEDIMIENTO	1	0.5	1	urocultivos y LCR			urocultivos y LCR	urocultivos y LCR	32318729_ES
trombolisis mediante cateter	PROCEDIMIENTO	1	0.5	1	trombólisis mediante catéter			trombólisis mediante catéter	trombólisis mediante catéter	32353183-B_ES
tromboemboloectomia	PROCEDIMIENTO	1	0.5	1	tromboemboloectomía			tromboemboloectomía	tromboemboloectomía	32353183_ES
tromboembolectomia de la arteria mesenterica superior	PROCEDIMIENTO	1	0.5	1	tromboembolectomía de el arteria mesentérico superior			tromboembolectomía de la arteria mesentérica superior	tromboembolectomía de la arteria mesentérica superior	32562891_ES
tromboectomia endovascular	PROCEDIMIENTO	1	0.5	1	tromboectomía endovascular			tromboectomía endovascular	tromboectomía endovascular	32424482_ES
tromboectomia de la arteria mesenterica superior	PROCEDIMIENTO	1	0.5	1	tromboectomía de el arteria mesentérico superior			tromboectomía de la arteria mesentérica superior	tromboectomía de la arteria mesentérica superior	32351657_ES
trombectomia de la extremidad superior derecha	PROCEDIMIENTO	1	0.5	1	trombectomía de el extremidad superior derecha			trombectomía de la extremidad superior derecha	trombectomía de la extremidad superior derecha	32589931_ES
trombectomia convencional en la extremidad inferior derecha	PROCEDIMIENTO	1	0.5	1	trombectomía convencional en el extremidad inferior derecha			trombectomía convencional en la extremidad inferior derecha	trombectomía convencional en la extremidad inferior derecha	32589931_ES
trombectomia	PROCEDIMIENTO	1	0.5	1	trombectomía			trombectomía	trombectomía	32586778_ES
tratamientos inmunosupresores con glucocorticoides	PROCEDIMIENTO	1	0.5	1	tratamiento inmunosupresor con glucocorticoide			tratamientos inmunosupresores con glucocorticoides	tratamientos inmunosupresores con glucocorticoides	32622819A_ES
tratamientos farmacologicos	PROCEDIMIENTO	1	0.5	1	tratamiento farmacológico			tratamientos farmacológicos	tratamientos farmacológicos	32360384_ES
tratamientos antivirico y antibiotico	PROCEDIMIENTO	1	0.5	1	tratamiento antivírico y antibiótico			tratamientos antivírico y antibiótico	tratamientos antivírico y antibiótico	32623310_ES
tratamiento provisional de	PROCEDIMIENTO	1	0.5	1	tratamiento provisional de			tratamiento provisional de	tratamiento provisional de	32639064_ES
tratamiento preventivo anticoagulante	PROCEDIMIENTO	1	0.5	1	tratamiento preventivo anticoagulante			tratamiento preventivo anticoagulante	tratamiento preventivo anticoagulante	32402687_ES
tratamiento prenatal	PROCEDIMIENTO	1	0.5	1	tratamiento prenatal			tratamiento prenatal	tratamiento prenatal	32320556_ES
tratamiento local con corticosteroides	PROCEDIMIENTO	1	0.5	1	tratamiento local con corticosteroide			tratamiento local con corticosteroides	tratamiento local con corticosteroides	32294264_ES
tratamiento diuretico	PROCEDIMIENTO	1	0.5	1	tratamiento diurético			tratamiento diurético	tratamiento diurético	32423738_ES
tratamiento con metilprednisolona	PROCEDIMIENTO	1	0.5	1	tratamiento con metilprednisolona	309807009	C0587279	tratamiento con metilprednisolona	tratamiento con metilprednisolona	32612465A_ES
tratamiento con integrilin	PROCEDIMIENTO	1	0.5	1	tratamiento con integrilin			tratamiento con Integrilin	tratamiento con integrilin	32360439-B_ES
tratamiento con inhalador de ciclesonida	PROCEDIMIENTO	1	0.5	1	tratamiento con inhalador de ciclesonida			tratamiento con inhalador de ciclesonida	tratamiento con inhalador de ciclesonida	32611659_ES
tratamiento con hidroxicloroquina y antiviricos	PROCEDIMIENTO	1	0.5	1	tratamiento con hidroxicloroquina y antivírico			tratamiento con hidroxicloroquina y antivíricos	tratamiento con hidroxicloroquina y antivíricos	32593338_ES
tratamiento con esteroides	PROCEDIMIENTO	1	0.5	1	tratamiento con esteroide	297279009	C0149783	tratamiento con esteroides	tratamiento con esteroides	32554621_ES
tratamiento con corticosteroides iv	PROCEDIMIENTO	1	0.5	1	tratamiento con corticosteroide iv			tratamiento con corticosteroides i.v	tratamiento con corticosteroides iv	32245909_ES
tratamiento con corticoesteroides	PROCEDIMIENTO	1	0.5	1	tratamiento con corticoesteroides			tratamiento con corticoesteroides	tratamiento con corticoesteroides	32601756_ES
tratamiento con arbidol	PROCEDIMIENTO	1	0.5	1	tratamiento con arbidol			tratamiento con arbidol	tratamiento con arbidol	32119083_ES
tratamiento con antibioticos e hidroxicloroquina	PROCEDIMIENTO	1	0.5	1	tratamiento con antibiótico y hidroxicloroquina			tratamiento con antibióticos e hidroxicloroquina	tratamiento con antibióticos e hidroxicloroquina	32399450_ES
tratamiento combinado de antirretrovirales	PROCEDIMIENTO	1	0.5	1	tratamiento combinar de antirretroviral			tratamiento combinado de antirretrovirales	tratamiento combinado de antirretrovirales	32399950_ES
tratamiento antivirico y antiinfeccioso	PROCEDIMIENTO	1	0.5	1	tratamiento antivírico y antiinfeccioso			tratamiento antivírico y antiinfeccioso	tratamiento antivírico y antiinfeccioso	32208010_ES
tratamiento antiviral	PROCEDIMIENTO	1	0.5	1	tratamiento antiviral	427314002	C0280274	tratamiento antiviral	tratamiento antiviral	3229222_ES
tratamiento antituberculoso	PROCEDIMIENTO	1	0.5	1	tratamiento antituberculoso			tratamiento antituberculoso	tratamiento antituberculoso	32609542_ES
tratamiento antitrombotico	PROCEDIMIENTO	1	0.5	1	tratamiento antitrombótico			tratamiento antitrombótico	tratamiento antitrombótico	32637327A_ES
tratamiento antiinfeccioso	PROCEDIMIENTO	1	0.5	1	tratamiento antiinfeccioso			tratamiento antiinfeccioso	tratamiento antiinfeccioso	32277408_ES
tratamiento antihistaminico	PROCEDIMIENTO	1	0.5	1	tratamiento antihistamínico			tratamiento antihistamínico	tratamiento antihistamínico	32294273_ES
tratamiento anticoagulante terapeutico diureticos y antibioticos	PROCEDIMIENTO	1	0.5	1	tratamiento anticoagulante terapéutico diurético y antibiótico			tratamiento anticoagulante terapéutico), diuréticos y antibióticos	tratamiento anticoagulante terapéutico diuréticos y antibióticos	32638347B_ES
tratado con glucocorticoides	PROCEDIMIENTO	1	0.5	1	tratar con glucocorticoide			tratado con glucocorticoides	tratado con glucocorticoides	32606044_ES
tratada con corticoesteroides	PROCEDIMIENTO	1	0.5	1	tratar con corticoesteroides			tratada con corticoesteroides	tratada con corticoesteroides	32615807B_ES
tratada con antibioticos	PROCEDIMIENTO	1	0.5	1	tratar con antibiótico			tratada con antibióticos	tratada con antibióticos	32399449-B_ES
trasplante cardiaco	PROCEDIMIENTO	1	0.5	1	trasplante cardíaco			trasplante cardíaco	trasplante cardíaco	32586752_ES
transfusiones de sangre y de trombocitos	PROCEDIMIENTO	1	0.5	1	transfusión de sangre y de trombocito			transfusiones de sangre y de trombocitos	transfusiones de sangre y de trombocitos	32636116_ES
transfusion de trombocitos	PROCEDIMIENTO	1	0.5	1	transfusión de trombocito			transfusión de trombocitos	transfusión de trombocitos	32294340_ES
transfusion	PROCEDIMIENTO	1	0.5	1	transfusión			transfusión	transfusión	32590725_ES
transfundio	PROCEDIMIENTO	1	0.5	1	transfundir			transfundió	transfundió	32636116_ES
transesofagico	PROCEDIMIENTO	1	0.5	1	transesofágico			transesofágico	transesofágico	32622819B_ES
transductor convexo portatil	PROCEDIMIENTO	1	0.5	1	transductor convexo portátil			transductor convexo portátil	transductor convexo portátil	32196627_ES
toracocentesis	PROCEDIMIENTO	1	0.5	1	toracocentesis	91602002	C0189477	toracocentesis	toracocentesis	32609542_ES
timpanometria endoscopica	PROCEDIMIENTO	1	0.5	1	timpanometría endoscópico			timpanometría endoscópica	timpanometría endoscópica	32207255_ES
test de evaluacion cognitiva montreal	PROCEDIMIENTO	1	0.5	1	test de evaluación cognitivo montreal			Test de Evaluación Cognitiva Montreal	test de evaluación cognitiva montreal	32593478_ES
terapias biologicas	PROCEDIMIENTO	1	0.5	1	terapia biológico			terapias biológicas	terapias biológicas	32554621_ES
terapia paliativa	PROCEDIMIENTO	1	0.5	1	terapia paliativo			terapia paliativa	terapia paliativa	32622819B_ES
terapia de rehidratacion	PROCEDIMIENTO	1	0.5	1	terapia de rehidratación			terapia de rehidratación	terapia de rehidratación	32073161_ES
terapia de inhalacion de oxigeno	PROCEDIMIENTO	1	0.5	1	terapia de inhalación de oxígeno			terapia de inhalación de oxígeno	terapia de inhalación de oxígeno	32073161_ES
terapia de antiagregantes plaquetarios	PROCEDIMIENTO	1	0.5	1	terapia de antiagregantes plaquetario			terapia de antiagregantes plaquetarios	terapia de antiagregantes plaquetarios	32363351_ES
terapia con glucocorticoides	PROCEDIMIENTO	1	0.5	1	terapia con glucocorticoide			terapia con glucocorticoides	terapia con glucocorticoides	32622819B_ES
terapia con corticoesteroides iv	PROCEDIMIENTO	1	0.5	1	terapia con corticoesteroides iv			terapia con corticoesteroides i.v	terapia con corticoesteroides iv	32601756_ES
terapia antivirica a inmunomodulacion	PROCEDIMIENTO	1	0.5	1	terapia antivírico a inmunomodulación			terapia antivírica a inmunomodulación	terapia antivírica a inmunomodulación	32554811_ES
terapia antimicrobiana	PROCEDIMIENTO	1	0.5	1	terapia antimicrobiano			terapia antimicrobiana	terapia antimicrobiana	32222713_ES
terapia antiinfecciosa	PROCEDIMIENTO	1	0.5	1	terapia antiinfeccioso			terapia antiinfecciosa	terapia antiinfecciosa	32174057_ES
terapia antifibrotica	PROCEDIMIENTO	1	0.5	1	terapia antifibrótica			terapia antifibrótica	terapia antifibrótica	32631838_ES
teptc con 15fdg	PROCEDIMIENTO	1	0.5	1	teptc con 15 fdg			TEP/TC con 15-FDG	teptc con 15fdg	32622819B_ES
tensioactivos y ventilacion	PROCEDIMIENTO	1	0.5	1	tensioactivo y ventilación			tensioactivos y ventilación	tensioactivos y ventilación	32594429_ES
soporte inotropico	PROCEDIMIENTO	1	0.5	1	soporte inotrópico			soporte inotrópico	soporte inotrópico	32427161_ES
soporte hemodinamico	PROCEDIMIENTO	1	0.5	1	soporte hemodinámico			soporte hemodinámico	soporte hemodinámico	32639461_ES
sonda nasogastrica	PROCEDIMIENTO	1	0.5	1	sonda nasogástrico			sonda nasogástrica	sonda nasogástrica	32617223_ES
sigmoidoscopia	PROCEDIMIENTO	1	0.5	1	sigmoidoscopia	24420007	C0037075	sigmoidoscopia	sigmoidoscopia	32245909_ES
serologia para hepatitis B y C VIH	PROCEDIMIENTO	1	0.5	1	serología para hepatitis B y C VIH			serología para hepatitis B y C, VIH	serología para hepatitis B y C VIH	32653906_ES
serologia de sarscov2	PROCEDIMIENTO	1	0.5	1	serología de sarscov2			serología de SARS-CoV-2	serología de sarscov2	32653960_ES
sedacion continua	PROCEDIMIENTO	1	0.5	1	sedación continuo			sedación continua	sedación continua	32637327A_ES
saturacion de oxigeno	PROCEDIMIENTO	1	0.5	1	saturación de oxígeno			saturación de oxígeno	saturación de oxígeno	32607304_Es
sarscov2	PROCEDIMIENTO	1	0.5	1	sarscov2			SARS-CoV-2	sarscov2	32639461_ES
rtqpcr	PROCEDIMIENTO	1	0.5	1	rtqpcr			RT-qPCR	rtqpcr	32638890_ES
rtpcr semicuantitativa	PROCEDIMIENTO	1	0.5	1	rtpcr semicuantitativo			RT-PCR semicuantitativa	rtpcr semicuantitativa	32615155_ES
rtpcr para covid19	PROCEDIMIENTO	1	0.5	1	rtpcr para covid19			RT-PCR para COVID-19	rtpcr para covid19	32165205_ES
rtpcr del esputo	PROCEDIMIENTO	1	0.5	1	rtpcr de+el esputo			RT-PCR del esputo	rtpcr del esputo	32119083_ES
rtpcr de muestras de esputo	PROCEDIMIENTO	1	0.5	1	rtpcr de muestra de esputo			RT-PCR de muestras de esputo	rtpcr de muestras de esputo	32359711_ES
